id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-dtd-110,noi,Đái tháo đường,Nội tiết,"Một người đàn ông 45 tuổi, tiền sử không có gì đặc biệt đi khám sức khỏe định kì phát hiện đường máu lúc đói là 6.8 mmol/l. Sau 6 tháng sau, bệnh nhân đến khám lại thấy đường máu đói là 7.2 mmol/l HbA1c là 7.5%. Bệnh nhân nói với bác sĩ là 3 tháng qua rất chăm chỉ luyện tập thể thao và ăn uống điều độ nhưng không sử dụng thuốc hạ đường huyết mà bác sĩ đã kê ở lần khám trước. Điều trị gì phù hợp với bệnh nhân này:",Khuyên bệnh nhân tiếp tục thay đổi chế độ ăn và tập luyện,Chỉ định dùng Insulin,Sử dụng nhóm SGLT2,Sử dụng Metformin,,d,
noi-dtd-111,noi,Đái tháo đường,Nội tiết,"Một người đàn ông 45 tuổi, tiền sử không có gì đặc biệt đi khám sức khỏe định kì phát hiện đường máu lúc đói là 6.8 mmol/l. Nếu bệnh nhân cần sử dụng một thuốc để điều trị tăng huyết áp, nên dùng thuốc nào sau đây:",Chẹn kênh Calci,Ức chế men chuyển/ức chế thụ thể,Nhóm SGLT2,Giãn mạch,,b,
noi-dtd-112,noi,Đái tháo đường,Nội tiết,BN ĐTĐ typ 2 cần kiểm tra mắt với tần suất bao lâu 1 lần:,6 tháng,12 tháng,24 tháng,,,a,
noi-dtd-113,noi,Đái tháo đường,Nội tiết,Chẩn đoán rối loạn dung nạp glucose khi,"Đường huyết lúc đói ≥ 5,6 và < 7 mmol/l","Nồng độ ĐH 2 giờ sau NPTĐH ≥ 7,8 và < 11,1 mmol/l","Nồng độ ĐH 2 giờ sau NPTĐH ≥ 7,0 và < 11,1 mmol/l",Đường huyết lúc đói ≥ 7 mmol/l,,b,
noi-dtd-114,noi,Đái tháo đường,Nội tiết,Insulin nhanh Analog nhanh thời gian kéo dài:,30’,3-6h,2-4h,1h,,c,
noi-dtd-115,noi,Đái tháo đường,Nội tiết,"Thuốc hạ đường huyết sau gây giảm cân, trừ:",Metfomin,Ức chế SGLT2,Ức chế DPP4,Đồng phân GLP1,,c,
noi-dtd-116,noi,Đái tháo đường,Nội tiết,ĐTĐ thuốc điều trị SU có tác dụng phụ gì,Suy thận,Hạ G + dị ứng + tăng men gan,Hạ G + tăng men gan + THA + RL mỡ máu,Toan CH,,b,(sgk)
noi-dtd-117,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 68 tuổi, đái tháo đường 5 năm, tăng huyết áp 8 năm, kèm thoái hóa khớp gối 2 bên. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 24 kg/m2, HA là 150/90 mmHg. Xét nghiệm HbA1C 7,8%, Creatinin 90 µmol/L. Bệnh nhân này nên được kiểm soát đường huyết tiếp theo bằng?","Giữ nguyên liều Metformin, tăng liều Gliclazide lên 90mg/ngày",Giữ nguyên liều Gliclazide và Metformin và tiêm thêm insulin Glargin 10 UI/ngày,Giữ nguyên liều Gliclazide và Metformin và thêm thuốc ức chế DPP-4,Giữ nguyên liều Gliclazide và Metformin và thêm thuốc ức chế SGLT-2 + thuốc ức chế DPP-4,,c,
noi-dtd-118,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 68 tuổi, đái tháo đường 5 năm, tăng huyết áp 8 năm, kèm thoái hóa khớp gối 2 bên. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 24 kg/m2, HA là 150/90 mmHg. Xét nghiệm HbA1C 7,8%, Creatinin 90 µmol/L. Bệnh nhân này nên được điều trị tăng huyết áp tiếp theo bằng?",Tăng liều Amlodipin lên 15mg/ngày,"Ngừng Amlodipin, chuyển sang thuốc ức chế men chuyển/chẹn thụ thể AT1",Phối hợp thêm thuốc ức chế men chuyển/chẹn thủ thể At1,Phối hợp thêm thuốc chẹn beta,,c,
noi-dtd-119,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 68 tuổi, đái tháo đường 5 năm, tăng huyết áp 8 năm, kèm thoái hóa khớp gối 2 bên. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 24 kg/m2, HA là 150/90 mmHg. Xét nghiệm HbA1C 7,8%, Creatinin 90 µmol/L. Bệnh nhân cần được điều trị rối loạn mỡ máu thế nào?",Chờ kết quả xét nghiệm mỡ máu sẽ quyết định tiếp,Cho ngay thuốc Statin,Cho ngay thuốc Fibrate,Không cần điều trị vì bệnh nhân lớn tuổi,,b,
noi-dtd-120,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 68 tuổi, đái tháo đường 5 năm, tăng huyết áp 8 năm, kèm thoái hóa khớp gối 2 bên. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 24 kg/m2, HA là 150/90 mmHg. Xét nghiệm HbA1C 7,8%, Creatinin 90 µmol/L. Thuốc điều trị thoái khớp nào có thể làm tăng nguy cơ gây hạ đường huyết ở bệnh nhân này?",Corticoid,NSAIDS,Glucosamine,Chondroitin,,b,
noi-dtd-121,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 68 tuổi, đái tháo đường 5 năm, tăng huyết áp 8 năm, kèm thoái hóa khớp gối 2 bên. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 24 kg/m2, HA là 150/90 mmHg. Xét nghiệm HbA1C 7,8%, Creatinin 90 µmol/L. Để tầm soát biến chứng thận ở bệnh nhân này thì cần làm những xét nghiệm, thăm dò gì đầu tiên?","Protein niệu, Creatinin máu",ACR (Albumin-Creatinin Ratio) niệu,"Protein niệu/24h, Creatinin máu, siêu âm thận",Tổng phân tích nước tiểu mẫu đầu tiên buổi sáng,,d,
noi-dtd-122,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 58 tuổi, có tăng huyết áp 2 năm, đang điều trị Telmisartan 40mg/ngày. Huyết áp duy trì ở mức 150/90 mmHg. Từ 2 tháng nay thấy mệt, khát nước, gày 6kg, đi khám được xét nghiệm thấy glucose máu: 18,9 mmol/L, HbA1C: 10,5%, Creatinin máu: 91 µmol/L, Cholesterol toàn phần: 6,9 mmol/L, Triglyceride 11,2 mmol/L. Các xét nghiệm khác không có gì đặc biệt, cân nặng 69kg, cao 162 cm. Bệnh nhân này cần được điều trị insulin ngay vì?","Đường huyết cao, HbA1C cao","Đường huyết cao, đang có tình trạng ngộ độc đường","Đường huyết cao, đang có tình trạng ngộ độc đường và rối loạn lipid máu nặng","Đường huyết cao, đang có tình trạng ngộ độc đường và tăng Triglyceride máu nặng",,d,
noi-dtd-123,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 58 tuổi, có tăng huyết áp 2 năm, đang điều trị Telmisartan 40mg/ngày. Huyết áp duy trì ở mức 150/90 mmHg. Từ 2 tháng nay thấy mệt, khát nước, gày 6kg, đi khám được xét nghiệm thấy glucose máu: 18,9 mmol/L, HbA1C: 10,5%, Creatinin máu: 91 µmol/L, Cholesterol toàn phần: 6,9 mmol/L, Triglyceride 11,2 mmol/L. Các xét nghiệm khác không có gì đặc biệt, cân nặng 69kg, cao 162 cm. Bệnh nhân này cần điều chỉnh thuốc điều trị tăng huyết áp như thế nào?",Tăng liều Telmisartan lên 80mg/ngày,Phối hợp Telmisartan với Amlodipin,Phối hợp Telmisartan với Perindopril,"Đổi Telmisartan 40mg sang Telmisartan 40mg + Thiazide 12,5 mg",,b,
noi-dtd-124,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 58 tuổi, có tăng huyết áp 2 năm, đang điều trị Telmisartan 40mg/ngày. Huyết áp duy trì ở mức 150/90 mmHg. Từ 2 tháng nay thấy mệt, khát nước, gày 6kg, đi khám được xét nghiệm thấy glucose máu: 18,9 mmol/L, HbA1C: 10,5%, Creatinin máu: 91 µmol/L, Cholesterol toàn phần: 6,9 mmol/L, Triglyceride 11,2 mmol/L. Các xét nghiệm khác không có gì đặc biệt, cân nặng 69kg, cao 162 cm. Nên điều trị rối loạn lipid máu cho bệnh nhân này bằng?",Rosuvastatin 20mg,Lipanthyl NT 145mg,Lipanthyl NT 145 mg + Atorvastatin,Lipanthyl NT 145 mg + Omega 3,,a,
noi-dtd-125,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 58 tuổi, có tăng huyết áp 2 năm, đang điều trị Telmisartan 40mg/ngày. Huyết áp duy trì ở mức 150/90 mmHg. Từ 2 tháng nay thấy mệt, khát nước, gày 6kg, đi khám được xét nghiệm thấy glucose máu: 18,9 mmol/L, HbA1C: 10,5%, Creatinin máu: 91 µmol/L, Cholesterol toàn phần: 6,9 mmol/L, Triglyceride 11,2 mmol/L. Các xét nghiệm khác không có gì đặc biệt, cân nặng 69kg, cao 162 cm. Sau 1 tuần điều trị insulin theo phác đồ Basal-Bolus (4 mũi, tổng liều 58 UI/ngày), bệnh nhân khỏe hơn, tăng 1 kg nhưng đường máu buổi sáng của bệnh nhân vẫn dao động từ 8 – 11,2 mmol/L. Bệnh nhân không đói, không ăn thêm gì ngoài các bữa ăn của bệnh viện. Bạn sẽ điều trị tiếp cho bệnh nhân này thế nào?",Tăng liều insulin nền thêm 2-3 đơn vị,Thêm thuốc Metformin,Thêm thuốc ức chế SGLT-2,Thêm thuốc Metformin + ức chế SGLT-2,,b,
noi-dtd-126,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 58 tuổi, có tăng huyết áp 2 năm, đang điều trị Telmisartan 40mg/ngày. Huyết áp duy trì ở mức 150/90 mmHg. Từ 2 tháng nay thấy mệt, khát nước, gày 6kg, đi khám được xét nghiệm thấy glucose máu: 18,9 mmol/L, HbA1C: 10,5%, Creatinin máu: 91 µmol/L, Cholesterol toàn phần: 6,9 mmol/L, Triglyceride 11,2 mmol/L. Các xét nghiệm khác không có gì đặc biệt, cân nặng 69kg, cao 162 cm. Theo khuyến cáo của Hội Nội tiết lâm sàng Hoa Kỳ (AACE), mục tiêu đường huyết đói của bệnh nhân này trong thời gian nằm viện không nên để ở mức nào sau đây?",< 10 mmol/L,"< 7,8 mmol/L","< 5,6 mmol/L","< 4,4 mmol/L",,c,
noi-dtd-127,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 21 tuổi, tiền sử bình thường. Từ 1 tháng nay xuất hiện, khát nước, gày 3 kg. Hôm nay đi khám vì mệt nhiều, xét nghiệm glucose máu 19,8 mmol/L, HbA1C 9,1%, chức năng gan thận bình thường. Huyết áp 110/60 mmHg. Bệnh nhân này cần được làm thêm ngay các xét nghiệm sau, TRỪ:",Khí máu động mạch,Công thức máu,Beta-hCG,Điện giải đồ,,c,
noi-dtd-128,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 21 tuổi, tiền sử bình thường. Từ 1 tháng nay xuất hiện, khát nước, gày 3 kg. Hôm nay đi khám vì mệt nhiều, xét nghiệm glucose máu 19,8 mmol/L, HbA1C 9,1%, chức năng gan thận bình thường. Huyết áp 110/60 mmHg. Bệnh nhân cần được điều trị ngay bằng các phương pháp sau trong khi chờ kết quả xét nghiệm, TRỪ:","Truyền dịch NaCl 0,9% tĩnh mạch",Truyền Kali tĩnh mạch,Truyền Insulin tĩnh mạch,Uống nhiều nước,,b,
noi-dtd-129,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 21 tuổi, tiền sử bình thường. Từ 1 tháng nay xuất hiện, khát nước, gày 3 kg. Hôm nay đi khám vì mệt nhiều, xét nghiệm glucose máu 19,8 mmol/L, HbA1C 9,1%, chức năng gan thận bình thường. Huyết áp 110/60 mmHg. Bệnh nhân này cần được làm xét nghiệm để tìm xem có bệnh tuyến giáp nào sau đây?",Bướu nhân tuyến giáp,Bướu nhân độc tuyến giáp,Viêm tuyến giáp mạn tính Hashimoto,Viêm tuyến giáp bán cấp,,c,
noi-dtd-130,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 21 tuổi, tiền sử bình thường. Từ 1 tháng nay xuất hiện, khát nước, gày 3 kg. Hôm nay đi khám vì mệt nhiều, xét nghiệm glucose máu 19,8 mmol/L, HbA1C 9,1%, chức năng gan thận bình thường. Huyết áp 110/60 mmHg. Sau 1 tuần điều trị tại bệnh viện, bệnh nhân đang được tiêm insulin dưới da 4 mũi/ngày. Vào lúc 22h bệnh nhân kêu đói nhiều, vã mồ hôi. Là bác sỹ trực bạn sẽ xử trí như thế nào?",Bảo bệnh nhân uống ngay nước đường hoặc sữa có đường,Cho bệnh nhân uống 1 cốc nước có pha 1 gói glucose 15g,Truyền tĩnh mạch glucose 5%,Đo đường máu mao mạch,,d,
noi-dtd-131,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ 21 tuổi, tiền sử bình thường. Từ 1 tháng nay xuất hiện, khát nước, gày 3 kg. Hôm nay đi khám vì mệt nhiều, xét nghiệm glucose máu 19,8 mmol/L, HbA1C 9,1%, chức năng gan thận bình thường. Huyết áp 110/60 mmHg. Khi ra viện, bạn sẽ hướng dẫn bệnh nhân mục tiêu HbA1C cần đạt được trong vòng 6-9 tháng tới là?","< 6,0%","< 6,5%","< 7,0%","< 7,5%",,b,
noi-dtd-132,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 62 tuổi, bị đái tháo đường 15 năm, tăng huyết áp 20 năm. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 21 kg/m2, huyết áp là 145/80 mmHg, ngoài ra không có gì đặc biệt. Xét nghiệm HbA1C 7,8%, Creatinin 190 µmol/L. Mục tiêu HbA1C ở bệnh nhân này nên là?","< 7,0%","< 7,5%","< 8,0%","< 8,5%",,b,
noi-dtd-133,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 62 tuổi, bị đái tháo đường 15 năm, tăng huyết áp 20 năm. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 21 kg/m2, huyết áp là 145/80 mmHg, ngoài ra không có gì đặc biệt. Xét nghiệm HbA1C 7,8%, Creatinin 190 µmol/L. Hướng điều trị đái tháo đường của bệnh nhân này cần được điều chỉnh như nào?","Ngừng Gliclazide và Metformin, chuyển sang tiêm insulin hoàn toàn","Ngừng Gliclazide và Metformin, chuyển sang uống Linagliptin (Trajenta)","Ngừng Gliclazide và Metformin, chuyển sang Trajenta + ức chế SGLT-2","Ngừng Gliclazide và Metformin, chuyển sang tiêm insulin + Linagliptin",,d,
noi-dtd-134,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 62 tuổi, bị đái tháo đường 15 năm, tăng huyết áp 20 năm. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 21 kg/m2, huyết áp là 145/80 mmHg, ngoài ra không có gì đặc biệt. Xét nghiệm HbA1C 7,8%, Creatinin 190 µmol/L. Mục tiêu huyết áp cho bệnh nhân này nên là?",< 150/90 mmHg,< 140/90 mmHg,< 130/80 mmHg,< 120/70 mmHg,,c,
noi-dtd-135,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 62 tuổi, bị đái tháo đường 15 năm, tăng huyết áp 20 năm. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 21 kg/m2, huyết áp là 145/80 mmHg, ngoài ra không có gì đặc biệt. Xét nghiệm HbA1C 7,8%, Creatinin 190 µmol/L. Phác đồ điều trị tăng huyết áp của bệnh nhân này nên được điều chỉnh thế nào?",Giữ nguyên liều Amlodipin 10mg,Giữ nguyên liều Amlodipin 10mg + thuốc ức chế SGLT-2,Ngừng Amlodipin và đổi sang thuốc ức chế men chuyển/chẹn thụ thể AT1,Giữ nguyên liều Amlodipin 10mg + thêm thuốc ức chế men chuyển/chẹn thụ thể AT1,,d,
noi-dtd-136,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nam 62 tuổi, bị đái tháo đường 15 năm, tăng huyết áp 20 năm. Thuốc điều trị hàng ngày tại nhà là Gliclazide MR 60mg, Metformin 2000mg và Amlodipin 10mg. Bệnh nhân đi khám tại phòng khám, BMI là 21 kg/m2, huyết áp là 145/80 mmHg, ngoài ra không có gì đặc biệt. Xét nghiệm HbA1C 7,8%, Creatinin 190 µmol/L. Thuốc mỡ máu được khuyến cáo sử dụng cho bệnh nhân đái tháo đường có suy thận như bệnh nhân này là?",Rosuvasatin,Atorvastatin,Simvastatin,Fenofibrate (Lipanthyl),,b,
noi-dtd-137,noi,Đái tháo đường,Nội tiết,Alpha-glucosidase dùng trong trường hợp nào,Tăng đường máu khi đói,Tăng đường máu kháng trị,Tăng đường máu sau ăn,Tăng đường máu khi ngủ,,c,
noi-dtd-138,noi,Đái tháo đường,Nội tiết,Kiểm soát đường huyết sau ăn dùng thuốc:,Alpha glucosidase,Gliptin,Glinid,SU,,a,
noi-dtd-139,noi,Đái tháo đường,Nội tiết,BN ĐTĐ chọn ý đúng,Đường huyết dưới 5.5 không nên tập thể dục,Đường huyết thấp nên ăn trước khi tập thể dục,Nên kiểm tra đường huyết trước và sau khi tập để điều chỉnh chế độ luyện tập,Tất cả,,d,
noi-dtd-140,noi,Đái tháo đường,Nội tiết,Đau tim không có triệu chứng trên bệnh nhân đái tháo đường là do biến chứng gì:,Thần kinh,Mạch máu lớn,Mạch máu nhỏ,,,a,
noi-dtd-141,noi,Đái tháo đường,Nội tiết,"BN nam 50t có tiền sử gia đình mẹ bị ĐTĐ typ 2. BN có thể trạng béo phì. Đi khám phát hiện đường máu lúc đói 6,4. Khẳng định nào sau đây đúng:",RL đường huyết lúc đói,Tiền ĐTĐ,RL dung nạp Glucose,"Chưa thể khẳng định CĐ, cần XN bổ sung",,a,
noi-dtd-142,noi,Đái tháo đường,Nội tiết,"BN nam 50t có tiền sử gia đình mẹ bị ĐTĐ typ 2. BN có thể trạng béo phì. Đi khám phát hiện đường máu lúc đói 6,4. 4 tháng sau BN đi khám lại, BN nói rằng chưa dùng thuốc mà chỉ cố gắng thay đổi chế độ ăn và lối sống, XN HbA1c=7,4 %. Hướng xử trí tiếp theo",BN chưa bị ĐTĐ nhưng cần thay đổi lối sống,BN đã mắc ĐTĐ chưa cần dùng thuốc chỉ thay đổi lối sống sau đó KT lại,BN đã mắc ĐTĐ cần khởi trị bằng met,BN đã mắc ĐTĐ cần kiểm soát đường huyết tích cực bằng insulin,,c,
noi-dtd-143,noi,Đái tháo đường,Nội tiết,Thuốc điều trị ĐTĐ ức chế men alpha-glucosidase,Lindagliptin,Miglitol,Glipizid,Exenatid,,b,
noi-dtd-144,noi,Đái tháo đường,Nội tiết,"BN nam được chẩn đoán đtđ type 2 5 năm, đã được kê đơn nhưng không dùng mà chỉ thay đổi chế độ ăn, đi khám định kỳ xét nghiệm đường máu tĩnh mạch 6,9mmol/L, HbA1c 7.5%, huyết áp bình thường Chẩn đoán thích hợp cho bệnh nhân:",Tăng đường máu lúc đói,Tiền đái tháo đường,Đái tháo đường,Đường huyết bình thường,,c,
noi-dtd-145,noi,Đái tháo đường,Nội tiết,"BN nam được chẩn đoán đtđ type 2 5 năm, đã được kê đơn nhưng không dùng mà chỉ thay đổi chế độ ăn, đi khám định kỳ xét nghiệm đường máu tĩnh mạch 6,9mmol/L, HbA1c 7.5%, huyết áp bình thường BN khám lại đường huyết vẫn 6.9 mmol/L, giảm 4kg. Điều trị cho bệnh nhân tiếp:",Khuyên bệnh nhân tiếp tục thay đổi chế độ ăn,Chỉ định BN dùng metformin.,,,,b,
noi-dtd-146,noi,Đái tháo đường,Nội tiết,"BN nam được chẩn đoán đtđ type 2 5 năm, đã được kê đơn nhưng không dùng mà chỉ thay đổi chế độ ăn, đi khám định kỳ xét nghiệm đường máu tĩnh mạch 6,9mmol/L, HbA1c 7.5%, huyết áp bình thường Nếu bệnh nhân cần dùng 1 thuốc để điều trị tăng huyết áp, nên dùng thuốc nào sau:",Ức chế men chuyển/ chẹn thụ thể,Chẹn kênh calci,Giãn mạch,,,a,
noi-dtd-147,noi,Đái tháo đường,Nội tiết,BN được chẩn đoán và điều trị đtđ type 2 5 năm. Lần này đi khám định kì phát hiện huyết áp 135/90mmHg. Thái độ điều trị với BN này:,Cho bệnh nhân về tự đo lại HA tại nhà để xem có tăng HA thật sự không,Đi tìm nguyên nhân tăng huyết áp thứ phát,Bắt đầu điều trị tăng huyết áp luôn.,,,c,
noi-dtd-148,noi,Đái tháo đường,Nội tiết,BN được chẩn đoán và điều trị đtđ type 2 5 năm. Lần này đi khám định kì phát hiện huyết áp 135/90mmHg. Mục tiêu điều trị HA của bệnh nhân này là:,Để kiểm soát đường huyết tốt hơn,Để giảm nguy cơ tim mạch tổng thể,Để giảm biến chứng mạch máu lớn và bé,,,b,
noi-dtd-149,noi,Đái tháo đường,Nội tiết,BN được chẩn đoán và điều trị đtđ type 2 5 năm. Lần này đi khám định kì phát hiện huyết áp 135/90mmHg. Bệnh nhân sẽ điều trị như nào:,"Thay đổi lối sống, khám lại sau 3 tháng",Khởi đầu điều trị bằng 2 thuốc cho tới khi đạt được huyết áp mục tiêu,"Khởi đầu điều trị bằng 1 thuốc, nếu không đạt được mục tiêu kết hợp thuốc thứ 2","Khởi đầu điều trị bằng 1 thuốc, tăng liều tối đa nếu không đạt được mục tiêu.",,c,
noi-dtd-150,noi,Đái tháo đường,Nội tiết,"BN bị tê bì, giảm cảm giác 2 chân do tổn thương",Tổn thương TKNB,Tổn thương tủy,Biến chứng mạch máu,Biến chứng thần kinh tự động,,a,
noi-dtd-151,noi,Đái tháo đường,Nội tiết,"BN nam 45 tuổi, nhân viên ngân hàng, tsu không có gì đặc biệt trừ mẹ đẻ ĐTĐ typ 2. Khi ktra SK định kỳ, ông được phát hiện có ĐM lúc đói 6,9 mmol/l. Hồ sơ SK cho thấy ông có giảm 1kg trong 2 tháng, HA bình thường 2 CĐ thích hợp nhất dựa trên KQ ĐM là",Bình thường,Tăng ĐM lúc đói,Tiền ĐTĐ,ĐTĐ,,b,
noi-dtd-152,noi,Đái tháo đường,Nội tiết,"BN nam 45 tuổi, nhân viên ngân hàng, tsu không có gì đặc biệt trừ mẹ đẻ ĐTĐ typ 2. Khi ktra SK định kỳ, ông được phát hiện có ĐM lúc đói 6,9 mmol/l. Hồ sơ SK cho thấy ông có giảm 1kg trong 2 tháng, HA bình thường XN nào quan trọng nhất cần được thực hiện tiếp theo:",Đo lại ĐM lúc đói 1 lần nữa,Làm NP dung nạp glucose,XN HbA1C,"XN đường máu sau ăn 2h Một năm sau, XN trong đợt ktra SK: ĐM 7,2 mmol/l; HbA1C 6,9%; đường niệu (+). BN nặng 65kg và cao 1,65m",,b,
noi-dtd-153,noi,Đái tháo đường,Nội tiết,"BN nam 45 tuổi, nhân viên ngân hàng, tsu không có gì đặc biệt trừ mẹ đẻ ĐTĐ typ 2. Khi ktra SK định kỳ, ông được phát hiện có ĐM lúc đói 6,9 mmol/l. Hồ sơ SK cho thấy ông có giảm 1kg trong 2 tháng, HA bình thường CĐ phù hợp nhất ở thời điểm này là",Tăng ĐM lúc đói,RL dung nạp glucose,ĐTĐ,Tiền ĐTĐ,,c,
noi-dtd-154,noi,Đái tháo đường,Nội tiết,"BN nam 45 tuổi, nhân viên ngân hàng, tsu không có gì đặc biệt trừ mẹ đẻ ĐTĐ typ 2. Khi ktra SK định kỳ, ông được phát hiện có ĐM lúc đói 6,9 mmol/l. Hồ sơ SK cho thấy ông có giảm 1kg trong 2 tháng, HA bình thường Điều trị:",CĐ ăn kiêng đồ ngọt,CĐ ăn kiêng và metformin,Thuốc ức chế DDP-4,Acarbose,,b,
noi-dtd-155,noi,Đái tháo đường,Nội tiết,"BN nam 45 tuổi, nhân viên ngân hàng, tsu không có gì đặc biệt trừ mẹ đẻ ĐTĐ typ 2. Khi ktra SK định kỳ, ông được phát hiện có ĐM lúc đói 6,9 mmol/l. Hồ sơ SK cho thấy ông có giảm 1kg trong 2 tháng, HA bình thường Một đặc điểm nào sau đây ko đúng của thuốc dtri ĐTĐ",Sulfoynylure có thể gây hạ đường huyết,Metformin hay có TDP RLTH,Rosiglitazon có thể làm tăng nguy cơ tim mạch,Insulin hiếm khi gây tăng cân,,d,
noi-dtd-156,noi,Đái tháo đường,Nội tiết,"BN nam, 45 tuổi, đi khám vì thấy mệt mỏi và mờ mắt. Khám LS thấy BN có giọng khàn và da nhờn, mặt thô, ngón tay và ngón chân to, gợi ý bệnh to đầu chi. Đối chiếu với ảnh CCCD, chụp cách đây 5 năm, thấy khuôn mặt khác xa với hiện tại. BN THA 4 năm nay XN nào là cần thiết nhất cho CĐ về bệnh lý này ở PK ngoại trú",Hormon tăng trưởng (GH),NP dung nạp glucose,Insulin growth factor 1 (IGF-1),Calci máu,Prolactin máu,b,
noi-dtd-157,noi,Đái tháo đường,Nội tiết,"BN nam, 45 tuổi, đi khám vì thấy mệt mỏi và mờ mắt. Khám LS thấy BN có giọng khàn và da nhờn, mặt thô, ngón tay và ngón chân to, gợi ý bệnh to đầu chi. Đối chiếu với ảnh CCCD, chụp cách đây 5 năm, thấy khuôn mặt khác xa với hiện tại. BN THA 4 năm nay Sau khi có CĐXĐ, XN/thăm dò nào quan trọng nhất cần được thực hiện:",Soi đáy mắt,Soi đáy mắt và đo thị trường,MRI tuyến yên,Test ức chế dexamethason,Không cần làm gì,c,
noi-dtd-158,noi,Đái tháo đường,Nội tiết,"BN nam, 45 tuổi, đi khám vì thấy mệt mỏi và mờ mắt. Khám LS thấy BN có giọng khàn và da nhờn, mặt thô, ngón tay và ngón chân to, gợi ý bệnh to đầu chi. Đối chiếu với ảnh CCCD, chụp cách đây 5 năm, thấy khuôn mặt khác xa với hiện tại. BN THA 4 năm nay Phương pháp điều trị nào nên được CĐ đầu tiên ở BN này",Thuốc đồng phân dopamin (bromocriptin),Thuốc đồng phân somatostatin,Tia xạ ngoài,Gamma knife,PT,e,
noi-dtd-159,noi,Đái tháo đường,Nội tiết,"BN nam, 61 tuổi, nghề nghiệp thư ký đã về hưu. BN hút thuốc lá và có lối sống ít VĐ. Anh trai ruột có tiền sử đặt stent mạch vành ở tuổi 52. BN có tiền sử trầm cảm 10 năm nay hiện đang dùng fluoxetin, kèm theo có tiền sử THA và đang dtri thiazid (HCTZ) 25mg. Khám LS và làm XN có các chỉ số như sau: BMI 28kg/m2; Ha 140/70 mmHg; đường máu lúc đói 6,7 mmol/l; cholesterol tp 5,3 mmol/l; LDL-C 3,9 mmol/l; HDL-C 0,8 mmol/l; TG 4,2 mmol/l; creatinin 110 umol/l; vòng eo 96 cm BN thuộc đối tượng nguy cơ có biến cố tim mạch ntn?",NC thấp,NC trung bình,NC cao,Không rõ ràng,,c,
