id,subject,chapter,group,case_stem,image,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,explanation
ngoai-00830,ngoai,Ung thư đại tràng,Tiêu hóa,,,Bệnh cảnh cấp cứu ngoại khoa thường gặp nhất do biến chứng của ung thư đại tràng trái là gì?,Thủng u gây viêm phúc mạc,Chảy máu ồ ạt tiêu hóa dưới,Tắc ruột cơ học,Lồng ruột ở người lớn,,,c,"Tắc ruột cơ học là cấp cứu rất hay gặp do khối u phát triển gây chít hẹp hoàn toàn lòng ruột non, bệnh nhân có đau, nôn, bí, chướng điển hình."
ngoai-00831,ngoai,Ung thư đại tràng,Tiêu hóa,,,Khám lâm sàng sờ thấy khối u bụng trong ung thư đại tràng giai đoạn sớm thường có đặc điểm vật lý nào?,"Khối u mềm, ấn đau chói, có phản ứng thành bụng","Khối u căng tròn, bề mặt nhẵn bóng, gõ đục","Khối u chắc, bề mặt lổn nhổn, ranh giới rõ và di động theo nhịp thở","Khối u đập theo nhịp tim, có tiếng thổi tâm thu",,,c,"Ở giai đoạn sớm, u đại tràng chưa xâm lấn ra các tạng xung quanh nên còn di động theo nhịp thở (đặc biệt đại tràng ngang và đại tràng lên). Mật độ u ác tính luôn cứng chắc, lổn nhổn."
ngoai-00832,ngoai,Ung thư đại tràng,Tiêu hóa,,,Thăm trực tràng bằng ngón tay trong quy trình khám lâm sàng ung thư đại tràng có giá trị chính là gì?,Phát hiện sớm các polyp nhỏ ở manh tràng,Đánh giá tình trạng di căn hốc Douglas và loại trừ các u trực tràng thấp,Đánh giá tình trạng di căn gan,Xác định chính xác giai đoạn T của ung thư đại tràng phải,,,b,"Thăm trực tràng không chạm được u đại tràng cao, nhưng rất quan trọng để sờ thấy ranh giới dưới của u sigma, loại trừ K trực tràng, và phát hiện các nốt di căn rớt xuống túi cùng Douglas."
ngoai-00833,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Bệnh nhân nam 65 tuổi, vào viện vì da xanh niêm mạc nhợt, test máu ẩn trong phân dương tính, không có rối loạn đại tiện. Vị trí khối u nghi ngờ nhất ở đoạn ruột nào?",Trực tràng,Đại tràng sigma,Đại tràng ngang,Manh tràng,,,d,Hội chứng thiếu máu mạn tính kèm máu ẩn trong phân (không thấy máu tươi) ở người già là dấu chỉ kinh điển của khối u ở manh tràng hoặc đại tràng phải. Y6.
ngoai-00834,ngoai,Ung thư đại tràng,Tiêu hóa,,,Ung thư đại tràng góc gan dễ bị chẩn đoán nhầm trên lâm sàng với bệnh lý nào sau đây nhất?,Viêm túi mật cấp hoặc áp xe gan,Viêm ruột thừa cấp,Viêm loét dạ dày tá tràng,Sỏi niệu quản trái,,,a,Khối u sưng đau ở vùng hạ sườn phải dễ bị lầm tưởng với các bệnh lý gan mật như viêm túi mật cấp hoặc áp xe gan do vị trí giải phẫu nằm ngay dưới gan.
ngoai-00835,ngoai,Ung thư đại tràng,Tiêu hóa,,,Triệu chứng nào sau đây KHÔNG phù hợp với bệnh cảnh lâm sàng của ung thư đại tràng phải?,"Mệt mỏi, hoa mắt chóng mặt",Sờ thấy mảng cứng lổn nhổn hố chậu phải,"Táo bón kéo dài, phân dẹt như bút chì",Phân lỏng sệt có test máu ẩn dương tính,,,c,"Táo bón, phân dẹt là hội chứng của đại tràng trái do lòng hẹp và phân đã thành khuôn. Phân ở đại tràng phải vẫn còn lỏng nên u hiếm khi làm thay đổi hình dáng phân."
ngoai-00836,ngoai,Ung thư đại tràng,Tiêu hóa,,,Biến chứng thủng đại tràng do ung thư thường xảy ra tại vị trí nào trên đường tiêu hóa?,Ngay tại khối u do tổ chức hoại tử vỡ ra,Tại đoạn manh tràng giãn căng phía trên một khối u gây tắc ruột ở đại tràng trái,Tại hồi tràng do trào ngược phân,Cả A và B đều đúng,,,d,"Thủng có thể xảy ra ngay tại chỗ u hoại tử gây áp xe quanh u, hoặc thủng kiểu vỡ manh tràng do tắc nghẽn ở xa làm manh tràng (chỗ có thành mỏng nhất) giãn quá mức theo định luật Laplace."
ngoai-00837,ngoai,Ung thư đại tràng,Tiêu hóa,,,Sự xuất hiện của rò phân qua đường âm đạo ở bệnh nhân nữ nghĩ nhiều đến biến chứng xâm lấn của ung thư nằm ở vị trí nào?,Ung thư đại tràng lên,Ung thư đại tràng sigma,Ung thư manh tràng,Ung thư đại tràng góc lách,,,b,"Đại tràng sigma nằm trong vùng chậu, sát với tử cung và phần trên âm đạo. Khi u xâm lấn phá vỡ thành ruột vào các tạng lân cận có thể gây rò đại tràng - âm đạo."
ngoai-00838,ngoai,Ung thư đại tràng,Tiêu hóa,,,Cận lâm sàng nào sau đây được coi là tiêu chuẩn vàng để chẩn đoán xác định ung thư đại tràng?,Chụp cắt lớp vi tính ổ bụng,Chụp X-quang đại tràng cản quang,Nội soi đại tràng ống mềm có sinh thiết,Định lượng nồng độ CEA trong máu,,,c,"Nội soi ống mềm giúp quan sát trực tiếp toàn bộ niêm mạc đại tràng, xác định vị trí, hình thái khối u và đặc biệt là lấy mô sinh thiết để có chẩn đoán mô bệnh học quyết định."
ngoai-00839,ngoai,Ung thư đại tràng,Tiêu hóa,,,Hình ảnh X-quang kinh điển của ung thư đại tràng trái trên phim chụp khung đại tràng cản quang là gì?,Hình ảnh mỏ chim,Hình ảnh khuyết thuốc lõi táo,Hình ảnh chuỗi hạt ngọc,Hình ảnh đoạn ruột cứng đơ như ống chì,,,b,"Hình ảnh lõi táo đặc trưng cho u thể vòng thắt, thuốc cản quang đi qua đoạn hẹp tạo thành hình ảnh như lõi quả táo bị gặm dở hai đầu. Mặc dù nay ít dùng, đây vẫn là dấu hiệu kinh điển phải nhớ."
ngoai-00840,ngoai,Ung thư đại tràng,Tiêu hóa,,,Mục đích quan trọng nhất của việc chụp cắt lớp vi tính ổ bụng có tiêm thuốc cản quang trước mổ ung thư đại tràng là gì?,Xác định chính xác bản chất tế bào của khối u,Chẩn đoán phân biệt với viêm loét đại trực tràng chảy máu,Khảo sát tổn thương niêm mạc toàn bộ khung đại tràng,"Đánh giá giai đoạn TNM, tình trạng di căn gan và hạch vùng",,,d,"CT scanner không thay thế được nội soi để xem niêm mạc, nhưng là chỉ định bắt buộc để phân giai đoạn u (đánh giá T, N và M), đặc biệt nhạy với di căn tạng đặc như gan."
ngoai-00841,ngoai,Ung thư đại tràng,Tiêu hóa,,,Chất chỉ điểm khối u nào sau đây được sử dụng phổ biến nhất trong đánh giá và theo dõi ung thư đại tràng?,AFP,CA 19-9,CEA,CA 125,,,c,Carcinoembryonic Antigen (CEA) là marker nhạy nhất cho các khối u tuyến của đường tiêu hóa dưới. Mặc dù CA 19-9 cũng có thể tăng nhưng CEA đặc hiệu và dùng phổ biến hơn.
ngoai-00842,ngoai,Ung thư đại tràng,Tiêu hóa,,,Vai trò chuẩn xác của việc xét nghiệm nồng độ CEA trước khi phẫu thuật ung thư đại tràng là gì?,Dùng làm tiêu chuẩn vàng để chẩn đoán xác định có ung thư hay không,Dùng để tầm soát ung thư ở cộng đồng,Xác định mức cơ bản để đánh giá tiên lượng và theo dõi tái phát sau điều trị,Quyết định giới hạn cắt bỏ đoạn đại tràng trong phẫu thuật,,,c,CEA không dùng để chẩn đoán hay sàng lọc vì có thể tăng ở người hút thuốc hoặc viêm nhiễm. Nó chỉ dùng làm cột mốc để so sánh sự thuyên giảm hoặc cảnh báo tái phát sau phẫu thuật.
ngoai-00843,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Tại phòng cấp cứu, một bệnh nhân nghi tắc ruột do ung thư đại tràng trái, thăm dò hình ảnh nào được chỉ định đầu tiên và nhanh chóng nhất?",Chụp X-quang bụng không chuẩn bị,Nội soi đại tràng sinh thiết,Chụp MRI tiểu khung,Chụp PET/CT toàn thân,,,a,"Trong bệnh cảnh cấp cứu tắc ruột, X-quang bụng không chuẩn bị là xét nghiệm cơ bản, rẻ tiền, thực hiện nhanh nhất để xác định có tắc ruột hay không (tìm mức nước - mức hơi đại tràng)."
ngoai-00844,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Theo hệ thống phân loại TNM, khối u đại tràng xâm lấn qua lớp dưới niêm mạc và đi vào lớp cơ trơn (muscularis propria) được phân loại là giai đoạn T mấy?",T1,T2,T3,T4a,,,b,Theo mốc giải phẫu: T1 ở lớp dưới niêm mạc; T2 xâm lấn lớp cơ trơn; T3 xuyên qua lớp cơ vào lớp dưới thanh mạc; T4 xuyên thủng thanh mạc tạng hoặc xâm lấn tạng lân cận. Ý phải nhớ: T2 nằm ở lớp cơ.
ngoai-00845,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Theo hệ thống phân loại TNM, khối u đại tràng xâm lấn trực tiếp vào các tạng lân cận (ví dụ bàng quang, tử cung) thuộc giai đoạn T mấy?",T3,T4a,T4b,M1,,,c,T4b là xâm lấn trực tiếp vào cơ quan hoặc cấu trúc lân cận. T4a chỉ mới xuyên thủng lá phúc mạc tạng (thanh mạc). Đây là mốc rất quan trọng để quyết định mổ cắt thành khối hay không.
ngoai-00846,ngoai,Ung thư đại tràng,Tiêu hóa,,,Mức nồng độ bình thường trong huyết thanh của chất chỉ điểm CEA ở người không hút thuốc lá thường là bao nhiêu?,Dưới 1 ng/mL,Dưới 5 ng/mL,Dưới 35 ng/mL,Dưới 100 ng/mL,,,b,Giá trị tham chiếu của CEA đối với người không hút thuốc thường < 5 ng/mL. Việc nắm vững mốc số này giúp lâm sàng định hướng mức độ tăng bất thường khi đọc kết quả.
ngoai-00847,ngoai,Ung thư đại tràng,Tiêu hóa,,,Chỉ định chụp PET/CT trong quy trình quản lý bệnh nhân ung thư đại tràng thường được đặt ra trong tình huống nào sau đây?,Sàng lọc ung thư đại tràng thường quy ở người trên 45 tuổi,Đánh giá tính chất một polyp nhỏ 5mm mới phát hiện qua nội soi,Bệnh nhân sau mổ có nồng độ CEA tăng cao liên tục nhưng CT/MRI không tìm thấy tổn thương tái phát,Chẩn đoán tắc ruột cấp tính do u,,,c,"PET/CT đo lường chuyển hóa của khối u, thường chỉ được dùng khi nghi ngờ tái phát trên sinh hóa (CEA tăng) mà hình ảnh học cấu trúc (CT/MRI) không phát hiện được, hoặc để xác định tổn thương di căn xa ngoài gan trước mổ."
ngoai-00848,ngoai,Ung thư đại tràng,Tiêu hóa,,,Phẫu thuật cắt nửa đại tràng phải kinh điển điều trị ung thư manh tràng yêu cầu thắt và cắt đứt những nhánh động mạch nào?,Động mạch mạc treo tràng trên và tĩnh mạch cửa,"Động mạch hồi đại tràng, động mạch đại tràng phải, nhánh phải động mạch đại tràng giữa",Động mạch đại tràng trái và động mạch trực tràng trên,Động mạch vị mạc nối phải và nhánh tá tụy,,,b,"Để đảm bảo nạo vét hạch triệt để, phải thắt các nhánh cấp máu cho nửa phải đại tràng tận gốc sát nguyên ủy của chúng từ động mạch mạc treo tràng trên."
ngoai-00849,ngoai,Ung thư đại tràng,Tiêu hóa,,,Bệnh nhân ung thư đại tràng có kết quả giải phẫu bệnh sau mổ là T3N1M0. Chỉ định điều trị tiếp theo là gì?,"Chăm sóc giảm nhẹ, không điều trị thêm",Xạ trị bổ trợ toàn vùng bụng,Hóa trị bổ trợ toàn thân,Theo dõi định kỳ bằng nội soi mỗi tháng,,,c,"Giai đoạn có di căn hạch vùng (N1, N2) được phân loại là Giai đoạn III. Tiêu chuẩn vàng điều trị là phẫu thuật triệt căn bắt buộc kèm hóa trị bổ trợ (FOLFOX hoặc CAPEOX) để diệt vi di căn."
ngoai-00850,ngoai,Ung thư đại tràng,Tiêu hóa,,,Khoảng cách an toàn tối thiểu theo chiều dọc từ bờ đại thể của khối u đến diện cắt ruột trong phẫu thuật triệt căn ung thư đại tràng là bao nhiêu?,1 cm,2 cm,5 cm,10 cm,,,c,Cắt ruột cách mép u ít nhất 5 cm là nguyên tắc ung thư học kinh điển để đảm bảo diện cắt âm tính (không còn tế bào ung thư vi thể). Riêng trực tràng do giải phẫu hẹp nên mốc này có thể ngắn hơn.
ngoai-00851,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Trong phẫu thuật cắt nửa đại tràng trái chuẩn điều trị ung thư đại tràng xuống, động mạch chính nào thường được thắt tại gốc?",Động mạch mạc treo tràng trên,Động mạch mạc treo tràng dưới,Động mạch vị tá tràng,Động mạch chậu trong,,,b,Động mạch mạc treo tràng dưới (IMA) cấp máu cho nửa trái đại tràng và trực tràng trên. Việc thắt gốc IMA kèm theo lấy tổ chức mô liên kết xung quanh giúp nạo vét tối đa hạch nhóm 3.
ngoai-00852,ngoai,Ung thư đại tràng,Tiêu hóa,,,Nguyên tắc cơ bản nhất trong phẫu thuật triệt căn ung thư đại tràng để đảm bảo tính sinh ung thư học là gì?,"Cắt bỏ đoạn ruột càng dài càng tốt, không cần quan tâm mạch máu",Chỉ khoét bỏ khối u và khâu lại thành ruột,Cắt bỏ đoạn ruột chứa u và lấy toàn bộ mạc treo tương ứng chứa mạch máu nuôi và hạch bạch huyết,Rửa ổ bụng bằng nước cất và hóa chất trong mổ,,,c,Nguyên tắc phẫu thuật ung thư không chỉ là lấy bỏ u nguyên phát mà phải lấy trọn vẹn cả khu vực dẫn lưu bạch huyết (mạc treo) để phòng ngừa di căn hạch. Y6.
ngoai-00853,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Theo tiêu chuẩn của NCCN và AJCC, cần lấy được tối thiểu bao nhiêu hạch bạch huyết trên mẫu bệnh phẩm đại tràng để đánh giá chính xác giai đoạn N?",3 hạch,6 hạch,12 hạch,24 hạch,,,c,"Con số 12 hạch là tiêu chuẩn đánh giá chất lượng cuộc phẫu thuật nạo vét hạch và đảm bảo việc phân loại không có hạch di căn (N0) là chính xác, không bị bỏ sót vi di căn. Ý phải nhớ: Dưới 12 hạch là chưa đạt yêu cầu."
ngoai-00854,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Trong hóa trị liệu nhắm trúng đích cho ung thư đại tràng, cơ chế hoạt động của Bevacizumab là gì?",Kháng thể đơn dòng ức chế thụ thể yếu tố tăng trưởng biểu bì (EGFR),Kháng thể đơn dòng gắn và trung hòa yếu tố tăng trưởng nội mạc mạch máu (VEGF),Thuốc ức chế men tyrosine kinase nội bào,Thuốc kích thích hệ miễn dịch tế bào T diệt khối u,,,b,"Bevacizumab (Avastin) là thuốc chống sinh mạch, khóa VEGF làm cho khối u không tạo được mạch máu mới để nuôi dưỡng, từ đó khối u bị bỏ đói và thu nhỏ lại."
ngoai-00855,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Trước khi chỉ định sử dụng thuốc nhắm trúng đích kháng EGFR (như Cetuximab) cho ung thư đại tràng di căn, việc bắt buộc phải làm là xét nghiệm gen nào để loại trừ chống chỉ định?",Xét nghiệm gen BRCA1/2,Xét nghiệm gen HER2,Xét nghiệm gen KRAS và NRAS,Xét nghiệm gen p53,,,c,"Nếu khối u có đột biến gen KRAS hoặc NRAS, con đường truyền tín hiệu nội bào luôn được bật bất chấp thụ thể EGFR bên ngoài có bị khóa hay không. Do đó dùng Cetuximab cho bệnh nhân đột biến KRAS là vô tác dụng."
ngoai-00856,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Bệnh nhân 80 tuổi, vào viện vì tắc ruột do khối u đại tràng góc lách. Bệnh nhân có tiền sử suy tim nặng, thể trạng rất suy kiệt, không chịu đựng được cuộc mổ lớn. Phương pháp phẫu thuật nào phù hợp nhất?",Cắt nửa đại tràng trái và nối ruột 1 thì,Phẫu thuật Miles cắt cụt trực tràng,Rạch thành ruột lấy khối phân và khâu lại,Làm hậu môn nhân tạo đại tràng ngang trên dòng,,,d,"Khi bệnh nhân quá già yếu, không thể chịu đựng phẫu thuật cắt bỏ u (mổ lớn kéo dài), thì giải pháp cứu mạng khẩn cấp là làm hậu môn nhân tạo trên chỗ tắc để giải áp đường tiêu hóa."
ngoai-00857,ngoai,Ung thư đại tràng,Tiêu hóa,,,Phẫu thuật tiêu chuẩn đối với ung thư nằm tại vị trí đại tràng góc lách là gì?,Cắt toàn bộ đại tràng,Cắt nửa đại tràng phải,Cắt nửa đại tràng trái mở rộng hoặc cắt đoạn góc lách thắt nhánh lên ĐM ĐT trái và nhánh trái ĐM ĐT giữa,Chỉ cắt hình chêm tại góc lách,,,c,Góc lách có nguồn cấp máu giao thoa giữa động mạch mạc treo tràng trên và dưới. Cắt nửa trái mở rộng đảm bảo nạo vét sạch hạch của cả nhánh trái động mạch đại tràng giữa và động mạch đại tràng trái.
ngoai-00858,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Theo lịch trình theo dõi tiêu chuẩn, sau phẫu thuật cắt đại tràng triệt căn, bệnh nhân cần được nội soi đại tràng kiểm tra toàn bộ lần đầu tiên vào thời điểm nào?",1 tháng sau mổ,6 tháng sau mổ,1 năm sau mổ,3 năm sau mổ,,,c,"Nội soi lần đầu sau 1 năm để phát hiện u đồng thời bị bỏ sót hoặc polyp mới. Nếu kết quả bình thường, lần nội soi tiếp theo sẽ giãn ra sau 3 năm, rồi 5 năm. NCCN."
ngoai-00859,ngoai,Ung thư đại tràng,Tiêu hóa,,,Yếu tố nào sau đây là yếu tố tiên lượng độc lập quan trọng nhất quyết định khả năng sống thêm 5 năm của bệnh nhân ung thư đại tràng sau phẫu thuật triệt căn?,Kích thước khối u trên đại thể (to hay nhỏ),Tình trạng di căn hạch vùng (số lượng hạch bị xâm lấn),Mức độ tăng của nồng độ CEA trước mổ,Hình thái u sùi hay u vòng thắt,,,b,Tình trạng di căn hạch (Giai đoạn N) phản ánh mức độ lan tràn hệ thống của tế bào ung thư và là yếu tố dự báo mạnh mẽ nhất cho nguy cơ tái phát và tỷ lệ sống còn.
ngoai-00860,ngoai,Ung thư đại tràng,Tiêu hóa,,,Biến chứng ngoại khoa muộn thường gặp nhất sau mổ mở cắt đoạn đại tràng điều trị ung thư là gì?,Rò miệng nối,Chảy máu trong ổ bụng,Tắc ruột do dính,Áp xe túi cùng Douglas,,,c,"Rò, chảy máu và áp xe là biến chứng sớm. Tắc ruột do dính có thể xảy ra nhiều tháng đến nhiều năm sau bất kỳ can thiệp mở ổ bụng nào, đặc biệt vùng chậu hông và mạc treo ruột."
ngoai-00861,ngoai,Ung thư đại tràng,Tiêu hóa,,,"Bệnh nhân sau phẫu thuật cắt ung thư đại tràng 2 năm, đi khám định kỳ phát hiện một ổ di căn đơn độc ở thùy gan phải kích thước 3 cm. Không phát hiện di căn ngoài gan. Hướng xử trí ưu tiên nhất mang lại cơ hội chữa khỏi là gì?",Chỉ dùng hóa chất toàn thân cầm cự,Phẫu thuật cắt bỏ ổ di căn gan,Làm tắc mạch gan hóa chất (TACE),Chiếu xạ vùng gan,,,b,"Khác với nhiều ung thư khác, di căn gan đơn độc từ đại trực tràng nếu có thể cắt bỏ được thì phẫu thuật lấy ổ di căn là tiêu chuẩn vàng, đem lại cơ hội sống thêm lâu dài (thậm chí khỏi bệnh)."
ngoai-00862,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Viêm phúc mạc thứ phát được định nghĩa là tình trạng nhiễm trùng khoang phúc mạc do nguyên nhân nào sau đây?,Vi khuẩn di chuyển từ đường máu vào ổ bụng,"Sự lây lan vi khuẩn từ ống tiêu hóa hoặc các tạng trong ổ bụng do thủng, vỡ",Nhiễm trùng mạn tính do vi khuẩn lao,Tình trạng nhiễm khuẩn dai dẳng sau điều trị viêm phúc mạc ban đầu,,,b,"Viêm phúc mạc thứ phát chiếm đa số các trường hợp, luôn có một nguyên nhân tổn thương tạng rỗng hoặc tạng đặc trong ổ bụng làm vi khuẩn tràn vào."
ngoai-00863,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Viêm phúc mạc nguyên phát thường gặp nhất trên cơ địa bệnh nhân có bệnh lý nền nào?,Đái tháo đường typ 2,Tăng huyết áp mạn tính,Xơ gan có cổ trướng,Suy thận mạn tính giai đoạn cuối,,,c,Bệnh nhân xơ gan cổ trướng dễ bị viêm phúc mạc nhiễm khuẩn tiên phát (SBP) do dịch báng là môi trường thuận lợi và hệ miễn dịch giảm sút.
ngoai-00864,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,"Theo phân loại, viêm phúc mạc liên quan đến quá trình thẩm phân phúc mạc (lọc màng bụng) được xếp vào nhóm nào?",Viêm phúc mạc nguyên phát,Viêm phúc mạc thứ phát,Viêm phúc mạc mật,Viêm phúc mạc khu trú,,,b,"Nhiễm trùng do catheter lọc màng bụng là một dạng tổn thương rách/mở phúc mạc ra bên ngoài, nên được xếp vào viêm phúc mạc thứ phát."
ngoai-00865,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,"Ở người trưởng thành tại Việt Nam, nguyên nhân hàng đầu gây viêm phúc mạc thứ phát toàn thể là:",Thủng ổ loét dạ dày tá tràng,Viêm ruột thừa vỡ,Chấn thương vỡ gan,Viêm túi mật hoại tử,,,b,Viêm ruột thừa đến muộn gây vỡ là nguyên nhân phổ biến nhất gây viêm phúc mạc toàn thể trong cấp cứu ngoại khoa.
ngoai-00866,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Đặc điểm giải phẫu nào của túi cùng Douglas có ý nghĩa quan trọng nhất trong bệnh lý viêm phúc mạc?,Nơi có nhiều mạc nối lớn che phủ nhất,Là vị trí thấp nhất của ổ bụng khi bệnh nhân đứng hoặc nửa nằm nửa ngồi,Nơi chứa hệ thống mạch bạch huyết phong phú nhất để hấp thu mủ,Là ranh giới phân chia tầng trên và tầng dưới mạc treo đại tràng ngang,,,b,"Do ở vị trí thấp nhất, dịch rỉ viêm và mủ thường đọng lại tại túi cùng Douglas, tạo ra triệu chứng đặc hiệu khi thăm khám trực tràng/âm đạo."
ngoai-00867,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Hệ vi khuẩn thường gặp nhất trong viêm phúc mạc thứ phát do vỡ đại tràng có đặc điểm gì?,Đơn thuần là vi khuẩn Gram dương,Chủ yếu là nấm Candida,Phối hợp nhiều loại vi khuẩn gồm Gram âm và vi khuẩn kỵ khí,Chỉ có vi khuẩn kỵ khí sinh hơi,,,c,"Hệ vi khuẩn đường ruột rất phong phú, gây viêm phúc mạc đa khuẩn, đặc trưng nhất là sự kết hợp giữa E. coli và Bacteroides fragilis."
ngoai-00868,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Cơ chế chính gây ra tình trạng sốc giảm thể tích ở bệnh nhân viêm phúc mạc toàn thể giai đoạn muộn là gì?,Chảy máu ồ ạt vào trong ổ bụng,Thoát dịch lượng lớn vào khoang thứ ba và lòng ruột,,,,,b,"Phúc mạc viêm sẽ xuất tiết lượng dịch khổng lồ vào ổ bụng (khoang thứ ba) kèm theo tình trạng liệt ruột làm ứ dịch trong lòng ruột, gây mất dịch tuần hoàn nghiêm trọng. C. Bệnh nhân nôn mửa liên tục D. Mất nước qua đường mồ hôi do sốt cao"
ngoai-00869,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Vi khuẩn gây viêm phúc mạc nguyên phát ở bệnh nhân xơ gan (SBP) thâm nhập vào ổ bụng chủ yếu qua con đường nào?,Đường máu từ một ổ nhiễm trùng xa,Đường bạch huyết qua vòm hoành,Thẩm lậu xuyên thành từ lòng ruột (Bacterial translocation),Ngược dòng từ đường tiết niệu sinh dục,,,c,Sự thẩm lậu vi khuẩn qua thành ruột (Translocation) do tăng áp lực tĩnh mạch cửa và thay đổi tính thấm niêm mạc ruột là cơ chế chính trong SBP.
ngoai-00870,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,"Hiện tượng ""liệt ruột cơ năng"" trong viêm phúc mạc xảy ra do nguyên nhân nào?",Vi khuẩn tiết độc tố tiêu hủy lớp cơ trơn thành ruột,Phản xạ ức chế thần kinh giao cảm và tác động của các chất trung gian gây viêm,Tình trạng hạ kali máu cấp tính,Khối mủ chèn ép cơ học vào lòng ruột,,,b,"Viêm phúc mạc kích thích mạng lưới thần kinh tạng gây phản xạ giao cảm ức chế nhu động ruột, kết hợp môi trường viêm làm liệt cơ trơn."
ngoai-00871,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,"Tại sao trong vài giờ đầu tiên, thủng ổ loét dạ dày - tá tràng thường chỉ gây viêm phúc mạc hóa học chứ chưa có nhiễm khuẩn nặng?",Vì dịch vị có tính acid cao làm ức chế và tiêu diệt phần lớn vi khuẩn,"Vì vi khuẩn chỉ có ở đại tràng, không có ở dạ dày",Vì mạc nối lớn bao bọc kín ngay lập tức,Vì thành dạ dày có lớp cơ niêm ngăn vi khuẩn thoát ra,,,a,"Dịch vị bình thường rất acid (pH 1-2) nên gần như vô khuẩn; giai đoạn đầu dịch chảy ra gây bỏng mạc mạc (viêm hóa học), sau 6-12h vi khuẩn mới sinh sôi gây viêm nhiễm khuẩn."
ngoai-00872,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,"Cấu trúc giải phẫu nào đóng vai trò như ""người lính gác"" của ổ bụng, có khả năng di chuyển đến bao bọc tổn thương để hình thành ổ áp xe khu trú?",Mạc treo ruột non,Dây chằng liềm,Mạc nối lớn,Mạc nối nhỏ,,,c,"Mạc nối lớn chứa nhiều mô bạch huyết, mỡ và đại thực bào, rất di động, có khả năng đến bọc lại các tạng viêm (như ruột thừa, dạ dày thủng) để khu trú ổ nhiễm trùng."
ngoai-00873,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Dịch mủ từ lỗ thủng ổ loét hành tá tràng lan xuống hố chậu phải tạo bệnh cảnh giống viêm ruột thừa cấp là do dịch chảy theo cấu trúc giải phẫu nào?,Rãnh đại tràng phải,Rãnh đại tràng trái,Khe Winslow,Rễ mạc treo ruột non,,,a,Rãnh dọc đại tràng phải (hành lang phải) là con đường giải phẫu trực tiếp dẫn dịch từ khoang dưới gan (tá tràng) chảy xuống hố chậu phải. Đây là bẫy chẩn đoán nhầm kinh điển.
ngoai-00874,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Cơ chế bệnh sinh của tình trạng suy hô hấp thường gặp ở bệnh nhân viêm phúc mạc toàn thể là:,Vi khuẩn theo đường máu gây viêm phổi mắc phải tại cộng đồng,"Bụng chướng và cơ bụng co cứng làm hạn chế di động cơ hoành, giảm thông khí đáy phổi",Tràn dịch màng phổi lượng nhiều do rò từ ổ bụng,Cơn hen phế quản cấp tính do dị ứng độc tố vi khuẩn,,,b,"Sự chướng bụng cộng với phản xạ co cứng thành bụng (bụng không tham gia nhịp thở) đẩy cơ hoành lên cao, gây xẹp đáy phổi và giảm thông khí phế nang nghiêm trọng."
ngoai-00875,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,"Trong sự hình thành áp xe ruột thừa, yếu tố nào đóng vai trò vách hóa (tạo vỏ) ổ mủ?",Nang bạch huyết thành ruột thừa,"Màng bụng thành, mạc nối lớn và các quai ruột xung quanh",Sự tăng sinh của lớp cơ niêm đại tràng,Sự xơ hóa của mạc treo đại tràng lên,,,b,"Áp xe hình thành do sự bám dính của mạc nối lớn, màng bụng và thanh mạc các quai ruột lân cận tạo thành một hàng rào vật lý bao bọc mủ."
ngoai-00876,ngoai,Viêm phúc mạc và áp xe trong ổ bụng,Tiêu hóa,,,Triệu chứng cơ năng xuất hiện sớm nhất và luôn luôn có mặt trong viêm phúc mạc cấp tính là:,Buồn nôn và nôn,Bí trung đại tiện,Đau bụng liên tục,Sốt cao rét run,,,c,"Đau bụng là triệu chứng đầu tiên, đau liên tục, dữ dội, tăng lên khi cử động, ho hoặc hít sâu do lá phúc mạc thành cực kỳ nhạy cảm với kích thích."
