id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-copd-071,noi,COPD,Hô hấp,"Bệnh nhân nam 54 tuổi, có tiền sử hút thuốc lá từ 32 bao.năm, 5 năm nay bệnh nhân ho khan và khó thở tăng dần. Khám lâm sàng thấy bệnh nhân tỉnh táo, không sốt, nhịp thở 18 lần/phút. Lồng ngực hình thùng, rì rào phế nang giảm đều cả hai phổi, không có rale rít, rale ngáy ở hai phổi. Khó thở giai đoạn 2 theo thang điểm MRC. Trong năm vừa qua bệnh nhân có hai đợt khó thở nặng phải điều trị trong bệnh viện. Bệnh nhân đã được đo chức năng hô hấp, kết quả là: FEV1/FVC=0,5, FEV1 = 25% giá trị lý thuyết. Cần làm thăm dò gì để đánh giá tình trạng khó thở của bệnh nhân:",Đo lại chức năng hô hấp,Chụp XQ tim phổi,Khí máu động mạch,Chụp CLVT ngực,,c,
noi-copd-072,noi,COPD,Hô hấp,"Bệnh nhân nam 54 tuổi, có tiền sử hút thuốc lá từ 32 bao.năm, 5 năm nay bệnh nhân ho khan và khó thở tăng dần. Khám lâm sàng thấy bệnh nhân tỉnh táo, không sốt, nhịp thở 18 lần/phút. Lồng ngực hình thùng, rì rào phế nang giảm đều cả hai phổi, không có rale rít, rale ngáy ở hai phổi. Khó thở giai đoạn 2 theo thang điểm MRC. Trong năm vừa qua bệnh nhân có hai đợt khó thở nặng phải điều trị trong bệnh viện. Bệnh nhân đã được đo chức năng hô hấp, kết quả là: FEV1/FVC=0,5, FEV1 = 25% giá trị lý thuyết. Phân nhóm ABCD theo GOLD 2011:",GOLD nhóm A,GOLD nhóm B,GOLD nhóm C,GOLD nhóm D,,d,
noi-copd-073,noi,COPD,Hô hấp,Mục tiêu thở oxy dài hạn tại nhà ở bệnh nhân COPD với PaO2 là:,70 - 75 mmHg,65 - 70 mmHg,90 - 95 mmHg,60 - 65 mmHg,,b,
noi-copd-074,noi,COPD,Hô hấp,Dấu hiệu Hoover có đặc điểm:,Giảm đường kính phần dưới lồng ngực khi hít vào,Tăng đường kính phần dưới lồng ngực khi hít vào,Tăng đường kính phần dưới lồng ngực khi thở ra,Giảm đường kính phần dưới lồng ngực khi thở ra,,a,
noi-copd-075,noi,COPD,Hô hấp,"Thuốc giãn phế quản LABA có thời gian tác dụng 24 giờ, trừ:",Indacaterol,Salmeterol,Oldaterol,Vilanterol,,b,(12h)
noi-copd-076,noi,COPD,Hô hấp,"Bệnh nhân COPD có FEV1/FVC < 70%, FEV1 ≥ 80%. Theo phân loại GOLD 2010 trị số lý thuyết xếp giai đoạn",I,II,III,IV,,a,
noi-copd-077,noi,COPD,Hô hấp,Pulmicort là thuốc gì?,Corticod,LABA,SABA,Kháng cholinergic,,a,
noi-copd-078,noi,COPD,Hô hấp,Đặc điểm chức năng thông khí của nhóm bệnh phổi tắc nghẽn không bao gồm triệu chứng sau đây:,FEV1<80%,TLC<80%,FEV1/VC<70%,FEV1/FVC<70%,,b,
noi-copd-079,noi,COPD,Hô hấp,Phân loại mức độ nặng COPD theo GOLD 2011. Bệnh nhân thuộc nhóm D nguy cơ cao nhiều triệu chứng là:,"Mức độ tắc nghẽn đường thở nặng, rất nặng và hoặc có 0-1 đợt cấp trong vòng 12 tháng và khó thở từ giai đoạn 2 trở lên(theo phân loại MRC) hoặc điểm CAT<10","Mức độ tắc nghẽn đường thở nặng, rất nặng vàhoặc có >2 đợt cấp trong vòng 12 tháng và khó thở giai đoạn 0 hoặc 1 (theo phân loại MRC) hoặc điểm CAT<10","Mức độ tắc nghẽn đường thở nặng, rất nặng và hoặc có≥2 đợt cấp trong vòng 12 tháng và khó thở từ giai đoạn 2 trở lên (theo phân loại MRC) hoặc điểm CAT≥10","Mức độ tắc nghẽn đường thở nặng, rất nặng và hoặc có 0-1 đợt cấp trong vòng 12 tháng và khó thở từ giai đoạn 0 hoặc 1 (theo phân loại MRC) hoặc điểm CAT<10",,c,
noi-copd-080,noi,COPD,Hô hấp,Khó thở phân thành mấy cấp độ theo MRC,5,4,3,6.,,a,(0-4)
noi-copd-081,noi,COPD,Hô hấp,Định nghĩa bệnh phổi tắc nghẽn mạn tính:,Đặc trưng bởi sự tắc nghẽn luồng khí thở ra không hồi phục hoàn toàn,Đặc trưng bởi sự tắc nghẽn luồng khí thở ra hồi phục hoàn toàn,Đặc trưng bởi sự tắc nghẽn luồng khí thở vào không hồi phục hoàn toàn,Đặc trưng bởi sự tắc nghẽn luồng khí thở vào hồi phục hoàn toàn,,a,
noi-copd-082,noi,COPD,Hô hấp,Yếu tố nguy cơ quan trọng nhất của COPD:,Ô nhiễm môi trường,Nhiễm trùng đường hô hấp,Tăng tính phản ứng phế quản,Hút thuốc lá,,d,
noi-copd-083,noi,COPD,Hô hấp,Yếu tố được xác định chắc chắn gây COPD,Thuốc lá,Ô nhiễm môi trường,Thiếu α1-antitripsin,Tăng tính phản ứng của phế quản,,c,
noi-copd-084,noi,COPD,Hô hấp,Tổn thương mô bệnh học của COPD:,Tắc nghẽn phế quản,Giãn phế nang,A và b đều đúng,A và b đều sai,,c,
noi-copd-085,noi,COPD,Hô hấp,COPD thường xảy ra ở độ tuổi,Trên 40,Trên 50,Trên 60,Trên 70,,a,
noi-copd-086,noi,COPD,Hô hấp,Triệu chứng cơ năng của bệnh nhân COPD:,"Ho nhiều vào buổi sáng, đờm trắng đục, khó thở khi nằm","Ho nhiều vào buổi sáng, đờm nhầy trong, khó thở khi gắng sức","Ho nhiều về đêm, đờm nhầy trong, khó thở khi nằm","Ho nhiều về đêm, đờm trắng đục, khó thở khi gắng sức",,b,
noi-copd-087,noi,COPD,Hô hấp,"Triệu chứng thực thể của bệnh nhân COPD, ngoại TRỪ:",Thở mím môi,Co kéo cơ hô hấp phụ,Thở nghịch thường,Lồng ngực hình chuông,,d,LN hình thùng
noi-copd-088,noi,COPD,Hô hấp,Dấu hiệu Campell ở bệnh nhân COPD:,Khí quản đi xuống ở thì hít vào,Khí quản hít lên ở thì đi vào,Giảm đường kính phần dưới lồng ngực khi hít vào,Giảm đường kính phần trên lồng ngực khi hít vào,,a,
noi-copd-089,noi,COPD,Hô hấp,Triệu chứng Xquang phổi KHÔNG đúng của bệnh nhân COPD:,Hình ảnh phổi trắng,Dấu hiệu của giãn phế nang,Mạch máu ngoại vi thưa thớt,Bóng tim hình giọt nước,,a,
noi-copd-090,noi,COPD,Hô hấp,Tổn thương chủ yếu trên phim chụp cắt lớp vi tính bệnh nhân COPD:,Thâm nhiễm nhu mô,Tổn thương phổi kẽ,Dấu hiệu khí phế thũng,Tràn dịch- tràn khí màng phổi,,c,
noi-copd-091,noi,COPD,Hô hấp,Bệnh nhân COPD trên phim chụp CT có hình ảnh phổi đen đồng nhất là dấu hiệu:,Khí phế thũng trung tâm tiểu thùy,Khí phế thũng toàn tiểu thùy,Khí phế thũng cạnh vách,"Bóng khí, kén khí nhu mô phổi",,b,
noi-copd-092,noi,COPD,Hô hấp,Dấu hiệu phì đại nhĩ phải trên điện tâm đồ:,Sóng P rộng ≥ 0.12 giây và có móc như hình chữ m ở D₂,"Còn gọi là P ""2 lá""","Sóng P cao ≥ 2.5, nhọn và đối xứng ở d₂, d₃ và aVF","Sóng P 2 pha với pha âm đi sau, sâu và rộng hơn pha dương ở V₁",,c,
noi-copd-093,noi,COPD,Hô hấp,Chẩn đoán tăng áp lực động mạch phổi khi áp lực động mạch phổi trung bình lúc nằm nghỉ:,>20mmHg,>25mmHg,>30mmHg,>35mmHg,,a,
noi-copd-094,noi,COPD,Hô hấp,Tiêu chuẩn vàng để chẩn đoán COPD là:,Chụp cắt lớp vi tính,Xquang phổi thẳng,Giải phẫu bệnh,Đo chức năng hô hấp,,d,
noi-copd-095,noi,COPD,Hô hấp,Chẩn đoán xác định COPD khi:,"FEV₁ giảm, chỉ số FEV₁/VC < 70% sau test hồi phục phế quản","FEV₁ giảm, chỉ số FEV₁/FVC < 70% sau test hồi phục phế quản",A và b đều đúng,A và b đều sai,,b,
noi-copd-096,noi,COPD,Hô hấp,Chỉ định xét nghiệm khí máu cho bệnh nhân COPD khi:,FEV₁ <70%,FEV₁<60%,FEV₁ <40%,FEV₁ <30%,,c,(T34 sgk)
noi-copd-097,noi,COPD,Hô hấp,"Bệnh nhân Nguyễn Văn A, 55 tuổi, được chẩn đoán COPD, bệnh nhân khó thở khi đi nhanh hoặc leo dốc, đo FEV₁ sau test phục hồi phế quản là 85%. Chẩn đoán mức độ nặng của bệnh nhân A (theo GOLD 2011) là:",Thuộc nhóm A,Thuốc nhóm B,Thuộc nhóm C,Thuộc nhóm D,,a,mMRC 1
noi-copd-098,noi,COPD,Hô hấp,"Bệnh nhân nguyễn văn B, 45 tuổi, hút thuốc lá 20 bao/ năm, vào viện lần đầu vì ho khạc đờm, khó thở kéo dài, sau test phục hồi phế quản, chỉ số Gaenler <70%, FEV1 55%. Kết luận chẩn đoán nào sau đây hợp lý:","COPD, thuộc nhóm A","COPD, thuộc nhóm B","COPD, nhóm nguy cơ thấp","COPD, nhóm ít triệu chứng",,b,
noi-copd-099,noi,COPD,Hô hấp,"Bệnh nhân COPD, đi chậm hơn so với người cùng tuổi do khó thở hoặc đang đi phải dừng lại để thở thì thuộc giai đoạn nào theo mmrc:",Giai đoạn 1,Giai đoạn 2,Giai đoạn 3,Giai đoạn 4,,b,
noi-copd-100,noi,COPD,Hô hấp,Bệnh nhân COPD mức độ tắc nghẽn đường thở giai đoạn 2 (trung bình),30%≤FEV1≤50% giá trị lý thuyết,80%≤FEV1≤90% giá trị lý thuyết,50%≤FEV1≤80% giá trị lý thuyết,40%≤FEV1≤70% giá trị lý thuyết,,c,
noi-copd-101,noi,COPD,Hô hấp,Đợt cấp COPD do nhiễm khuẩn đường hô hấp thường do:,Virus hợp bào hô hấp,Virus cúm,Phế cầu,Moraxella catarrhalis,,a,
noi-copd-102,noi,COPD,Hô hấp,Bắt đầu điều trị corticoid đường tĩnh mạch cho đợt cấp COPD từ mức độ:,Nhẹ,Trung bình,Nặng,Rất nặng,,b,
noi-copd-103,noi,COPD,Hô hấp,Chỉ định dùng corticoid trong COPD giai đoạn ổn định:,FEV1 < 50%,FEV1 < 30%,30%<FEV<50%,COPD từ giai đoạn trung bình,,a,(note)
noi-copd-104,noi,COPD,Hô hấp,Chỉ định dùng corticoid cho COPD giai đoạn ổn định khi tối thiểu:,1-2 đợt cấp trong 1 năm gần đây,1-2 đợt cấp trong 2 năm gần đây,3 đợt cấp trong 2 năm gần đây,3 đợt cấp trong 3 năm gần đây,,d,
noi-copd-105,noi,COPD,Hô hấp,"Bệnh nhân Nguyễn Văn A, đang điều trị đợt cấp COPD có sử dụng kháng sinh Clarithromycin. Thuốc giãn phế quản nào sau đây bệnh nhân KHÔNG được dùng?",Terbutalin,Formoterol,Aminophyllin,Ipratropium bromid,,c,
noi-copd-106,noi,COPD,Hô hấp,Thuốc giãn phế quản nhóm methylxathin không quá:,5mg/kg/ngày,10mg/kg/ngày,15mg/kg/ngày,20mg/kg/ngày,,b,
noi-copd-107,noi,COPD,Hô hấp,Tổng liều thuốc giãn phế quản được coi là tốt nhất hiện nay điều trị giai đoạn ổn định COPD:,Serevent,Spiriva,Berodual,Combivent,,b,LAMA
noi-copd-108,noi,COPD,Hô hấp,Lựa chọn phác đồ ưu tiên cho bệnh nhân COPD nhóm A theo GOLD 2011:,SAMA hoặc SABA,LAMA hoặc LABA,SAMA và SABA,LAMA và LABA,,a,
noi-copd-109,noi,COPD,Hô hấp,Thở oxy dài hạn tại nhà điều trị bệnh COPD giai đoạn ổn định với thời gian tối thiểu là:,Ít nhất 10h/24h,Ít nhất 12h/24h,Ít nhất 15h/24h,Ít nhất 20h/24h,,c,
noi-copd-110,noi,COPD,Hô hấp,Thời gian khám lại bệnh COPD sau khi xuất viện vì đợt cấp,Sau 4 tuần,Sau 6 tuần,Sau 12 tuần,Sau 6 tháng,,a,
noi-copd-111,noi,COPD,Hô hấp,Chỉ định phẫu thuật điều trị COPD không nhằm mục đích:,Phẫu thuật để giảm thể tích phổi,Đặt van 1 chiều,Cấp cứu ho ra máu nguy kịch,Thay phổi,,b,
noi-copd-112,noi,COPD,Hô hấp,Đo chức năng hô hấp phân loại mức độ nặng bệnh nhân COPD:,Ít nhất 6 tháng 1 lần,Ít nhất 1 năm 1 lần,Ít nhất 2 năm 1 lần,Ít nhất 3 năm 1 lần,,b,
noi-copd-113,noi,COPD,Hô hấp,Điều trị đợt cấp COPD mức độ nhẹ:,Tăng liều thuốc giãn phế quản phun hít đến 8-10 lần,Tăng liều thuốc giãn phế quản phun hít đến 4-6 lần,Tăng liều thuốc giãn phế quản phun hít đến 6-8 lần,Đổi thuốc giãn phế quản dạng khí dung sang dạng truyền tĩnh mạch,,b,
noi-copd-114,noi,COPD,Hô hấp,Mục tiêu duy trì spo2 cho đợt cấp COPD mức độ nặng là:,90-92%,90-95%,95-97%,98-99%,,a,
noi-copd-115,noi,COPD,Hô hấp,Điều trị KHÔNG đúng đợt cấp COPD mức độ nặng:,Thở oxy qua gọng kính,Kết hợp thuốc giãn phế quản khí dung và đường tĩnh mạch,"Prednisolon uống 0,5-1mg/kg/ngày",Thông khí nhân tạo xâm nhập hoặc không xâm nhập,,c,(2mg/kg/ d)
noi-copd-116,noi,COPD,Hô hấp,Phác đồ điều trị kháng sinh đợt cấp COPD nặng:,Cephalosporin thế hệ 3 + aminoglycosid,Cephalosporin thế hệ 3 + fluoroquinolon,Augmentin/unasyn + aminoglycosid,A và b đúng,,d,
noi-copd-117,noi,COPD,Hô hấp,"Tiêu chuẩn chỉ định thông khí nhân tạo không xâm nhập (bipap) cho bệnh nhân COPD, ngoại TRỪ:",Khó thở vừa tới nặng có co kéo cơ hô hấp phụ và hô hấp nghịch thường,Rối loạn huyết động,"Toan hô hấp nặng với ph: 7,25-7,3 và paco2:45-65mmHg",Tần số thở >25,,b,
noi-copd-118,noi,COPD,Hô hấp,Thuốc lá là nguyên nhân chính của:,>95% bệnh nhân COPD,>90% bệnh nhân COPD,>80% bệnh nhân COPD,>70% bệnh nhân COPD,,c,
noi-copd-119,noi,COPD,Hô hấp,Định nghĩa hội chứng chồng lấp (ACOS),Đặc trưng bởi sự rối loạn thông khí hỗn hợp không hồi phục với một số đặc điểm có liên quan tới hen và một số đặc điểm có liên quan đến COPD,Đặc trưng bởi sự rối loạn thông khí hạn chế không hồi phục với một số đặc điểm có liên quan tới hen và một số đặc điểm có liên quan đến COPD,Đặc trưng bởi sự rối loạn thông khí tắc nghẽn không hồi phục với một số đặc điểm có liên quan tới hen và một số đặc điểm có liên quan đến COPD,Đặc trưng bởi sự rối loạn thông khí hỗn hợp không hồi phục với một số đặc điểm có liên quan tới hen và một số đặc điểm có liên quan đến COPD và thường tiên lượng nặng hơn,,c,
noi-copd-120,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, tiền sử COPD cách 10 năm, hiện đang ở giai đoạn C. Đợt này bệnh nhân nhập viện vì khó thở tăng sau đợt nhiễm khuẩn đường hô hấp trên 5 ngày trước vào viện. Bệnh nhân ho khan, từng cơn, không đờm, không sốt, mạch 90 lần/phút, huyết áp 135/80 mmHg, nhịp tim đều, phổi không rales Phân loại mức độ đợt cấp theo tiêu chuẩn Anthosien của bệnh nhân này:",Mức độ nhẹ,Mức độ trung bình,Mức độ nặng,Mức độ rất nặng,,a,
noi-copd-121,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, tiền sử COPD cách 10 năm, hiện đang ở giai đoạn C. Đợt này bệnh nhân nhập viện vì khó thở tăng sau đợt nhiễm khuẩn đường hô hấp trên 5 ngày trước vào viện. Bệnh nhân ho khan, từng cơn, không đờm, không sốt, mạch 90 lần/phút, huyết áp 135/80 mmHg, nhịp tim đều, phổi không rales Chiến lược điều trị bệnh nhân này theo phân loại anthosien:",Kiểm soát bằng việc tăng liều các thuốc điều trị hằng ngày,Cần điều trị corticoid toàn thân,Cần điều trị kháng sinh,Cần nhập viện hoặc khám cấp cứu,,a,
noi-copd-122,noi,COPD,Hô hấp,"Tiêu chuẩn ra viện của bệnh nhân đợt cấp COPD, ngoại trừ:",Sử dụng thuốc cường beta 2 dạng hít không quá 4 lần/24h,Có thể đi lại trong phòng,"Có thể ăn, ngủ mà không bị ngắt quãng bởi khó thở",Tình trạng lâm sàng ổn định 12-24h,,a,
noi-copd-123,noi,COPD,Hô hấp,Đáp ứng của trung tâm hô hấp ở bệnh nhân COPD lâu năm:,Chỉ còn bị kích thích bởi tình trạng thiếu O2,Chỉ còn bị kích thích bởi tình trạng tăng CO2,Còn bị kích thích bởi tình trạng thiếu O2 và tăng CO2,Không còn đáp ứng với tình trạng thay đổi nồng độ O2 hay CO2,,a,
noi-copd-124,noi,COPD,Hô hấp,Chỉ định điều trị kháng sinh cho bệnh nhân đợt cấp COPD,Kháng sinh là thuốc đầu tay cho đợt cấp COPD,Cần điều trị kháng sinh để dự phòng bội nhiễm,Buộc phải chỉ định kháng sinh cho bệnh nhân nội trú,Chỉ sử dụng kháng sinh khi có bằng chứng nhiễm khuẩn,,d,
noi-copd-125,noi,COPD,Hô hấp,Chỉ định kháng sinh cho bệnh nhân đợt cấp COPD KHÔNG đúng:,"Nhập viện vì khó thở tăng, đờm mủ","Nhập viện vì khó thở tăng, lượng đờm tăng","Nhập viện vì lượng đờm tăng, đờm mủ",Bệnh nhân đang thông khí nhân tạo không xâm nhập,,d,
noi-copd-126,noi,COPD,Hô hấp,"Bệnh nhân COPD vào viện cách đây 2 tháng vì khó thở, suy hô hấp, nghe phổi nhiều rale rít, được thở máy không xâm nhập, đáp ứng tốt, ra viện. Bệnh nhân có mMRC: 1 điểm, có 1 đợt cấp cách đây 6 tháng Chỉ định điều trị bệnh nhân theo GOLD 2011",Thuốc cắt cơn khi cần,LABA,LAMA + ICS,Corticoid dạng uống,,c,
noi-copd-127,noi,COPD,Hô hấp,Phác đồ lựa chọn thứ cho bệnh nhân COPD gold C theo GOLD 2011:,ICS+LABA,LAMA,LAMA+LABA,Theophyllin,,b,Lựa chọn đầu tay.
noi-copd-128,noi,COPD,Hô hấp,"Trong đợt cấp BPTNMT, chỉ cần dùng kháng sinh nếu nguyên nhân gây đợt cấp do nhiễm khuẩn — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-129,noi,COPD,Hô hấp,Bệnh nhân trong đợt cấp BPTNMT cần được thở oxy 1- 3 lít để đảm bảo SPO2 > 90% — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-130,noi,COPD,Hô hấp,Bệnh nhân mắc đợt cấp BPTNMT nên dùng tăng các thuốc giãn phế quản đường phun hít và khí dung — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-131,noi,COPD,Hô hấp,Không cần chụp phim X quang phổi đối với các bệnh nhân mắc đợt cấp BPTNMT — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-132,noi,COPD,Hô hấp,Chỉ cần xét nghiệm khí máu động mạch đối với các bệnh nhân mắc đợt cấp BPTNMT có suy hô hấp nặng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-133,noi,COPD,Hô hấp,"Chỉ định thở Oxy dài hạn tại nhà ở BN COPD là: PaO2 <55mmHg hoặc SaO2 <88%, không kèm theo tăng CO2 máu: — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-134,noi,COPD,Hô hấp,"Chỉ định thở Oxy dài hạn tại nhà ở BN COPD là: PaO2 <55mmHg hoặc SaO2 < 88%, kem tăng CO2 máu: — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-135,noi,COPD,Hô hấp,"Chỉ định thở Oxy dài hạn tại nhà ở BN COPD là: 55mmHg<PaO2<59mmHg, kèm HCT > 55%: — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-136,noi,COPD,Hô hấp,Chỉ định thở Oxy dài hạn tại nhà ở BN COPD là: PaO2 > 60mmHg kèm TALĐMP: — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-137,noi,COPD,Hô hấp,Chỉ định thở Oxy dài hạn tại nhà ở BN COPD là: PaO2 55 – 59 kèm dấu hiệu suy tim — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-138,noi,COPD,Hô hấp,(TSH)  Hình ảnh X-quang trong COPD: Hình ảnh các nốt mờ rải rác 2 phế trường — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-139,noi,COPD,Hô hấp,(TSH)  Hình ảnh X-quang trong COPD: Tim hình giọt nước — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-140,noi,COPD,Hô hấp,(TSH)  Hình ảnh X-quang trong COPD: Hình ảnh phổi bẩn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-141,noi,COPD,Hô hấp,(TSH)  Hình ảnh X-quang trong COPD: Động mạch thuỳ dưới phổi P kích thước >12mm — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-142,noi,COPD,Hô hấp,(TSH)  Hình ảnh X-quang trong COPD: Cơ hoành hình bậc thang — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-143,noi,COPD,Hô hấp,Chỉ định thở BiPAP cho BN COPD khi nào: Nhịp thở > 25l/p (1 rv khác: NT > 22l/ph) — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-144,noi,COPD,Hô hấp,"Chỉ định thở BiPAP cho BN COPD khi nào: pH = 7,25-7,3, pCO2 45-65mmHg — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-145,noi,COPD,Hô hấp,Chỉ định thở BiPAP cho BN COPD khi nào: Co kéo cơ hô hấp phụ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-146,noi,COPD,Hô hấp,"Chỉ định thở BiPAP cho BN COPD khi nào: Thở chậm, ngừng thở — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-copd-147,noi,COPD,Hô hấp,Chỉ định thở BiPAP cho BN COPD khi nào: RL ý thức — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-148,noi,COPD,Hô hấp,Chỉ định thở BiPAP cho BN COPD khi nào: Dị vật đường thở — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-149,noi,COPD,Hô hấp,Chỉ định thở BiPAP cho BN COPD khi nào: Khó thở vừa tới nặng kèm theo co kéo cơ hô hấp phụ và hô hấp nghịch thường — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-150,noi,COPD,Hô hấp,CCĐ đo chức năng hô hấp trên: Bn sau cắt 1 bên phổi 1 tháng — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-151,noi,COPD,Hô hấp,CCĐ đo chức năng hô hấp trên: Bn đang bị TDMP — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-152,noi,COPD,Hô hấp,CCĐ đo chức năng hô hấp trên: Bn có kén khí phổi lớn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-153,noi,COPD,Hô hấp,CCĐ đo chức năng hô hấp trên: Bn sau NMCT 1 năm — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-154,noi,COPD,Hô hấp,COPD: thở oxy dài hạn tại nhà: Thở tối đa 15h/ngày — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-155,noi,COPD,Hô hấp,COPD: thở oxy dài hạn tại nhà: Thở ngắt quãng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-156,noi,COPD,Hô hấp,COPD: thở oxy dài hạn tại nhà: Thở liên tục — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-157,noi,COPD,Hô hấp,COPD: thở oxy dài hạn tại nhà: Duy trì PaCO2 < 45 mmHg — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-158,noi,COPD,Hô hấp,Triệu chứng suy hô hấp mạn: Lồng ngực hình thùng — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-159,noi,COPD,Hô hấp,Triệu chứng suy hô hấp mạn: Đa hồng cầu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-160,noi,COPD,Hô hấp,Triệu chứng suy hô hấp mạn: Khó thở liên tục — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-161,noi,COPD,Hô hấp,Triệu chứng suy hô hấp mạn: Tím tái — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-162,noi,COPD,Hô hấp,Bệnh nhân COPD thường đi khám bệnh vì lí do: Ho — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-163,noi,COPD,Hô hấp,Bệnh nhân COPD thường đi khám bệnh vì lí do: Đau ngực — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-164,noi,COPD,Hô hấp,Bệnh nhân COPD thường đi khám bệnh vì lí do: Khạc đờm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-165,noi,COPD,Hô hấp,Bệnh nhân COPD thường đi khám bệnh vì lí do: Khó thở — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-166,noi,COPD,Hô hấp,"Chẩn đoán mức độ nặng COPD theo GOLD 2011: Bệnh nhân nhóm A: nguy cơ thấp, nhiều triệu chứng — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-copd-167,noi,COPD,Hô hấp,"Chẩn đoán mức độ nặng COPD theo GOLD 2011: Bệnh nhân nhóm B: nguy cơ thấp, ít triệu chứng — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-copd-168,noi,COPD,Hô hấp,"Chẩn đoán mức độ nặng COPD theo GOLD 2011: Bệnh nhân nhóm C: nguy cơ cao, ít triệu chứng — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-169,noi,COPD,Hô hấp,"Chẩn đoán mức độ nặng COPD theo GOLD 2011: Bệnh nhân nhóm D: nguy cơ cao, nhiều triệu chứng — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-170,noi,COPD,Hô hấp,Đánh giá mức độ tắc nghẽn đường thở giai đoạn 4 (rất nặng) của COPD theo GOLD 2011: 30%≤ FEV≤50% giá trị lý thuyết — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-171,noi,COPD,Hô hấp,Đánh giá mức độ tắc nghẽn đường thở giai đoạn 4 (rất nặng) của COPD theo GOLD 2011: FEV≤30% giá trị lý thuyết — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-172,noi,COPD,Hô hấp,Đánh giá mức độ tắc nghẽn đường thở giai đoạn 4 (rất nặng) của COPD theo GOLD 2011: 30%≤ FEV≤50% giá trị lý thuyết kèm suy hô hấp mạn — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-173,noi,COPD,Hô hấp,Đánh giá mức độ tắc nghẽn đường thở giai đoạn 4 (rất nặng) của COPD theo GOLD 2011: 30%≤ FEV≤50% giá trị lý thuyết kèm tăng áp lực động mạch phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-174,noi,COPD,Hô hấp,"Phân loại mức độ nặng của đợt cấp COPD theo Burge S (2003): Mức độ nhẹ cần dùng kháng sinh, không cần corticoid toàn thân — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-175,noi,COPD,Hô hấp,Phân loại mức độ nặng của đợt cấp COPD theo Burge S (2003): Mức độ trung bình không có dấu hiệu suy hô hấp trên lâm sàng và/ hoặc kết quả khí máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
