id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-vp-095,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi hay gặp ở trẻ em:,Viêm phổi do tụ cầu,Viêm phổi do mycoplasma,Viêm phổi do klebsiella,Viêm phổi do H.I,,d,
noi-vp-096,noi,Viêm phổi cộng đồng,Hô hấp,Điều trị viêm phổi do tụ cầu kháng thuốc:,Oxacillin,Cephalosporin thế hệ 3,Vancomycin,B và C,,c,
noi-vp-097,noi,Viêm phổi cộng đồng,Hô hấp,Điều trị viêm phổi do H.I,Cephalosporin thế hệ 3,Penicillin g,Amoxcillin,Macrolid,,a,
noi-vp-098,noi,Viêm phổi cộng đồng,Hô hấp,Kháng sinh hàng đầu điều trị viêm phổi do vi khuẩn không điển hình:,Macrolid,Vancomycin,,Chloraphenicol,,a,
noi-vp-099,noi,Viêm phổi cộng đồng,Hô hấp,"Viêm phổi do vi khuẩn gram âm, yếm khí thường là:",Viêm phổi do ứ đọng,Viêm phổi do hít phải,Viêm phổi do xạ trị,Viêm phổi do sặc dầu,,b,
noi-vp-100,noi,Viêm phổi cộng đồng,Hô hấp,Vị trí phổi thường bị tổn thương nhất do sặc dầu:,Thùy trên phổi phải,Thùy dưới phổi phải,Thùy trên phổi trái,Thùy dưới phổi trái,,b,
noi-vp-101,noi,Viêm phổi cộng đồng,Hô hấp,Đặc điểm không đúng của của viêm phổi do dịch hạch:,"Do tiếp xúc trực tiếp, hít phải trực tiếp vi khuẩn dịch hạch","Sốt khó thở, ho khạc đờm có máu","Không cần điều trị, tự khỏi sau 2 tuần",Tìm vi khuẩn dịch hạch trong hạch và đờm,,c,
noi-vp-102,noi,Viêm phổi cộng đồng,Hô hấp,Hội chứng loeffler:,Là do ấu trùng giun đũa đi qua phổi gây viêm phổi,Là do ấu trùng giun móc đi qua phổi gây viêm phổi,Là do áp xe gan amip vỡ lên phổi gây viêm phổi,Là do giun đũa phát triển lạc chỗ tại phổi gây viêm phổi,,a,
noi-vp-103,noi,Viêm phổi cộng đồng,Hô hấp,"Trẻ nam 16 tuổi, vào viện vì khó thở, sốt cao 40⁰c. Bệnh diễn biến ngày thứ 2, trẻ khởi phát sốt cao 39 -40⁰c, sốt nóng, liên tục, đáp ứng tốt với thuốc hạ sốt, kèm theo trẻ khó thở, thở gắng sức, không tím tái, da niêm mạc hồng, mạch 100 lần/ phút, huyết áp 95/ 60, nhịp thở 27 lần/ phút, tim nhịp đều, phổi rales âm nhỏ hạt rải rác hai bên phổi, các cơ quan khác không phát hiện gì bất thường. Xét nghiệm số lượng bạch cầu hơi giảm nhẹ, bạch cầu trung tính bình thường; Xquang phổi có những đám mờ nhỏ không đều rải rác cả 2 bên phổi, không tràn dịch, tràn khí màng phổi. Chẩn đoán phù hợp nhất:",Viêm phổi do virus,Viêm phổi do phế cầu,Viêm phổi do tụ cầu,Viêm phổi do H.I,,a,
noi-vp-104,noi,Viêm phổi cộng đồng,Hô hấp,BN bị viêm phổi thì ksinh lựa chọn đầu tiên là:,Cepha 3,Fomiscin,Quinolon,Pennicilin.,,c,hoặc macrolid
noi-vp-105,noi,Viêm phổi cộng đồng,Hô hấp,"Tiêu chuẩn của viêm phổi nặng theo ATS, ngoại trừ:",Suy hô hấp cần máy thở,HA tối đa < 110 mmHg,Suy thận cấp,HA tối thiểu < 60 mmHg,PaO2 / FiO2 < 250,b,
noi-vp-106,noi,Viêm phổi cộng đồng,Hô hấp,"Tiêu chuẩn nặng trên phim X quang phổi, ngoại trừ:",Tổn thương nhiều hơn 1 thuỳ,Tổn thương tiến triển > 50% trong 48 giờ,Tổn thương hoại tử,Tổn thương kèm theo tràn dịch màng phổi khu trú,Tổn thương kèm mủ màng phổi,d,
noi-vp-107,noi,Viêm phổi cộng đồng,Hô hấp,Phân biệt tràn dịch màng phổi phản ứng và tràn dịch màng phổi biến chứng trong viêm phổi được dựa vào:,Màu sắc của dịch màng phổi,Tế bào dịch màng phổi,Có VK dịch màng phổi,HCO3 dịch màng phổi,PCO2 dịch màng phổi,b,
noi-vp-108,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam nghiện rượu, tiêm chích ma tuý, xuất hiện sốt cao rét run, cấy máu âm tính 3 lần liên tiếp, vi khuẩn nào nghĩ đến nhiều nhất: ###",Streptococus bovis,Staphyl cocus aereus,Enterococi,Batonella.,,d,
noi-vp-109,noi,Viêm phổi cộng đồng,Hô hấp,Kháng sinh ưu tiên ở Viêm phổi do phế cầu:,Cefa 3A,Quinolone,Doxycyclin,Fosfomycin,,a,
noi-vp-110,noi,Viêm phổi cộng đồng,Hô hấp,"Các yếu tố nguy cơ nhiễm trực khuẩn mủ xanh, trừ:",Giãn phế quản,Có dùng thường xuyên corticoid toàn thân,Dùng kháng sinh thường xuyên,Đã từng đặt nội khí quản,,d,
noi-vp-111,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam 64 tuổi vào viện vì khó thở, thở 31 lần/ phút, bệnh nhân kích thích nhiều, oxy kính 3L/p, SpO2: 94%, chụp Xquang phổi có đông đặc hình tam giác, đỉnh quay vào trong đáy quay ra ngoài Huyết áp: 110/70 mmHg Xét nghiệm: ure máu: 8 mmol/l. Khí máu: Kiềm hô hấp Điểm CURB 65 ở bệnh nhân này",2 đ,3 đ,,,,b,
noi-vp-112,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam 64 tuổi vào viện vì khó thở, thở 31 lần/ phút, bệnh nhân kích thích nhiều, oxy kính 3L/p, SpO2: 94%, chụp Xquang phổi có đông đặc hình tam giác, đỉnh quay vào trong đáy quay ra ngoài Huyết áp: 110/70 mmHg Xét nghiệm: ure máu: 8 mmol/l. Khí máu: Kiềm hô hấp Bệnh nhân này cần được điều trị",Ngoại trú,Nội trú,Ở đơn vị hồi sức tích cực,Tại nhà,,b,
noi-vp-113,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nữ 39 tuổi, được chẩn đoán và điều trị hen phế quản từ 10 năm nay. 1 tuần nay, bệnh nhân sốt 38 đến 39 độ C, ho khạc đờm xanh, không đau ngực, không khó thở tăng. Qua thăm khám thấy, bệnh nhân tỉnh táo hoàn toàn, SpO2 là 95% (thở khí trời), nhịp thở 18 lần/phút, không có co kéo cơ hô hấp, sốt 38 độ C, phổi rì rào phế nang rõ, rale ẩm phổi phải, không có rale rít, rale ngáy. Kháng sinh thích hợp được chỉ định điều trị trong trường hợp này:",Nhóm Beta lactam,Nhóm Aminoglycoside,Không cần điều trị kháng sinh,Nhóm Imidazole.,,a,
noi-vp-114,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nữ 39 tuổi, được chẩn đoán và điều trị hen phế quản từ 10 năm nay. 1 tuần nay, bệnh nhân sốt 38 đến 39 độ C, ho khạc đờm xanh, không đau ngực, không khó thở tăng. Qua thăm khám thấy, bệnh nhân tỉnh táo hoàn toàn, SpO2 là 95% (thở khí trời), nhịp thở 18 lần/phút, không có co kéo cơ hô hấp, sốt 38 độ C, phổi rì rào phế nang rõ, rale ẩm phổi phải, không có rale rít, rale ngáy. Hướng xử trí:",Điều trị kháng sinh,"Thở oxy, điều trị kháng sinh",Thở máy không xâm nhập,"Điều trị corticoid, kháng sinh",,a,
noi-vp-115,noi,Viêm phổi cộng đồng,Hô hấp,"BN triệu chứng viêm phổi vào viện, trước đây BN có xuất hiện đau bụng tiêu chảy. Chẩn đoán căn nguyên nghĩ đến nhiều nhất:",Viêm phổi do Mycoplasma,S.aureus,Legionella pneumoniae,Chlamydia pneumoniae,,b,
noi-vp-116,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam, 23 tuổi, tiền sử nghiện chích ma túy. Cách vào viện 5 ngày, Bn sốt cao, tức ngực, ho đờm đặc, khó thở. BN vào khám trong tình trạng tỉnh, mệt, khó thở, M 100 1/ph, HA 120/80, nhiệt độ 38,5 độ C, SpO2 95 l/ph. Khám thấy nhiều vết tiêm chích ở các tĩnh mạch ngoại biên, phổi ral nổ ral ẩm 2 bên. Chỉ định cận lâm sàng",MRI lồng ngực,Siêu âm bụng,X quang phổi,Siêu âm tim,,c,
noi-vp-117,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam, 23 tuổi, tiền sử nghiện chích ma túy. Cách vào viện 5 ngày, Bn sốt cao, tức ngực, ho đờm đặc, khó thở. BN vào khám trong tình trạng tỉnh, mệt, khó thở, M 100 1/ph, HA 120/80, nhiệt độ 38,5 độ C, SpO2 95 l/ph. Khám thấy nhiều vết tiêm chích ở các tĩnh mạch ngoại biên, phổi ral nổ ral ẩm 2 bên. Phim chụp XQ ngực của BN Loại vi khuẩn nào khả năng cao gây bệnh cho BN?",Pseudomonas aeruginosa,Cúm Heamophilus,Staphylococcus aerius,Viêm phổi do Streptococcus,,c,
noi-vp-118,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam, 23 tuổi, tiền sử nghiện chích ma túy. Cách vào viện 5 ngày, Bn sốt cao, tức ngực, ho đờm đặc, khó thở. BN vào khám trong tình trạng tỉnh, mệt, khó thở, M 100 1/ph, HA 120/80, nhiệt độ 38,5 độ C, SpO2 95 l/ph. Khám thấy nhiều vết tiêm chích ở các tĩnh mạch ngoại biên, phổi ral nổ ral ẩm 2 bên. Xét nghiệm cận lâm sàng nào nên chỉ định thêm? ??",Siêu âm tim,Siêu âm bụng,Siêu âm vùng cổ,Siêu âm khớp gối,,a,
noi-vp-119,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam, 23 tuổi, tiền sử nghiện chích ma túy. Cách vào viện 5 ngày, Bn sốt cao, tức ngực, ho đờm đặc, khó thở. BN vào khám trong tình trạng tỉnh, mệt, khó thở, M 100 1/ph, HA 120/80, nhiệt độ 38,5 độ C, SpO2 95 l/ph. Khám thấy nhiều vết tiêm chích ở các tĩnh mạch ngoại biên, phổi ral nổ ral ẩm 2 bên. Kháng sinh ban đầu có thể lựa chọn cho BN?",Cotrimoxazol,Quinolon,Vancomycin,Amikacin,,c,
noi-vp-120,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam 45 tuổi, tiền sử xơ gan rượu từ 5 năm nay, bệnh nhân phát đái tháo đường từ 1 năm nay. 6 tháng trước bệnh nhân được chẩn đoán tại biến mạch não thoáng qua. 1 tuần trước vào viện, bệnh nhân xuất hiện ho khạc đờm xanh, kèm theo khó thở tăng dần. Bệnh nhân nhập viện trong tình trạng tỉnh táo, sốt 38, 5 độ C, Sp02 94% (thở khí trời), da củng mạc vàng. Rì rào phê nang 2 phổi rõ, rale ẩm đáy phối trái, gan to 2 cm dưới bờ sườn, cứng chắc. Yếu tố gợi ý căn nguyên viêm phổi do Klebsiella pneumoniae",Tai biến mạch não cũ,Xơ gan rượu,Đái tháo đường,Bệnh nhân trên 40 tuổi.,,b,
noi-vp-121,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam 45 tuổi, tiền sử xơ gan rượu từ 5 năm nay, bệnh nhân phát đái tháo đường từ 1 năm nay. 6 tháng trước bệnh nhân được chẩn đoán tại biến mạch não thoáng qua. 1 tuần trước vào viện, bệnh nhân xuất hiện ho khạc đờm xanh, kèm theo khó thở tăng dần. Bệnh nhân nhập viện trong tình trạng tỉnh táo, sốt 38, 5 độ C, Sp02 94% (thở khí trời), da củng mạc vàng. Rì rào phê nang 2 phổi rõ, rale ẩm đáy phối trái, gan to 2 cm dưới bờ sườn, cứng chắc. Kháng sinh được chỉ định trong trường hợp này:",Cephalosporin thế hệ 3 + Aminoglycosid,Cephalosporin thế hệ 3 + Vancomycin,Cephalosporin thế hệ 3 + Macrolide,Cephalosporin thế hệ 3 + Metronidazol,,a,
noi-vp-122,noi,Viêm phổi cộng đồng,Hô hấp,"BN nữ 35 tuổi, có tiền sử CĐ và điều trị lao phổi cách đây 15 năm. BN ho khạc đờm xanh 2 tuần nay. Khám lúc vào viện, BN tỉnh, sốt 38,5oC, thăm khám hô hấp thấy lồng ngực cân đối, rung thanh 2 bên rõ, nghe phổi có rale ẩm, rale nổ thùy trên phổi phải, SpO2 95%, không có co kéo cơ hô hấp phụ. CĐ nào ít nghĩ đến nhất trong TH này",Giãn PQ,Viêm phổi,Lao phổi,UT phổi,,d,
noi-vp-123,noi,Viêm phổi cộng đồng,Hô hấp,"BN nữ 35 tuổi, có tiền sử CĐ và điều trị lao phổi cách đây 15 năm. BN ho khạc đờm xanh 2 tuần nay. Khám lúc vào viện, BN tỉnh, sốt 38,5oC, thăm khám hô hấp thấy lồng ngực cân đối, rung thanh 2 bên rõ, nghe phổi có rale ẩm, rale nổ thùy trên phổi phải, SpO2 95%, không có co kéo cơ hô hấp phụ. XN gì cần làm trước khi điều trị KS",Cấy đờm,Chụp Xquang ngực,Chụp CT ngực,Công thức máu,,a,
noi-vp-124,noi,Viêm phổi cộng đồng,Hô hấp,"Viêm phổi thùy, trừ",Bệnh thường tập trung ở các đối tượng trẻ em và người già,Sốt cao đột ngột,Khám có HC đông đặc,XQ có đám mờ hình tam giác,,a,
noi-vp-125,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam 64 tuổi vào viện vì khó thở, thở 31 lần/ phút, bệnh nhân kích thích nhiều, oxy kính 3L/p, SpO2: 94%, chụp Xquang phổi có đông đặc hình tam giác, đỉnh quay vào trong đáy quay ra ngoài Huyết áp: 110/70 mmHg Xét nghiệm: ure máu: 8 mmol/l. Khí máu: Kiềm hô hấp Chẩn đoán phù hợp trên bệnh nhân này",COPD,Nhồi máu phổi,Nhồi máu cơ tim,Tràn khí màng phổi,,b,Đông đặc hình tam giác đỉnh quay vào trong kèm kiềm hô hấp là dấu hiệu kinh điển của nhồi máu phổi (dấu Hampton).
noi-vp-126,noi,Viêm phổi cộng đồng,Hô hấp,"Viêm phổi là hiện tượng viêm nhiễm ở vị trí: Phế nang, túi phế nang, ống phế nang — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-127,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi là hiện tượng viêm nhiễm ở vị trí: Tổ chức liên kết kẽ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-128,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi là hiện tượng viêm nhiễm ở vị trí: Phế quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-129,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi là hiện tượng viêm nhiễm ở vị trí: Tiểu phế quản tiểu thùy — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-130,noi,Viêm phổi cộng đồng,Hô hấp,Vai trò của IgA trong cơ chế chống đỡ của phổi: Nồng độ thấp ở đường hô hấp trên — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-131,noi,Viêm phổi cộng đồng,Hô hấp,Vai trò của IgA trong cơ chế chống đỡ của phổi: Nồng độ cao ở đường hô hấp dưới — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-132,noi,Viêm phổi cộng đồng,Hô hấp,Vai trò của IgA trong cơ chế chống đỡ của phổi: Có tác dụng chống đỡ virus ở đường hô hấp trên — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-133,noi,Viêm phổi cộng đồng,Hô hấp,"Vai trò của IgA trong cơ chế chống đỡ của phổi: Có tác dụng làm ngưng kết vi khuẩn, trung hòa độc tố vi khuẩn — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-134,noi,Viêm phổi cộng đồng,Hô hấp,"Triệu chứng của viêm phổi thùy điển hình: Khởi phát từ từ, sốt nhẹ 37⁰5 - 38⁰c — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-vp-135,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng của viêm phổi thùy điển hình: Khởi phát với một cơn rét run kéo dài khoảng 30 phút — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-136,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng của viêm phổi thùy điển hình: Đau ngực luôn có — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-137,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng của viêm phổi thùy điển hình: Không gặp đau bụng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-138,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng của phế quản phế viêm: Khởi phát đột ngột ở người trưởng thành khỏe mạnh — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-139,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng của phế quản phế viêm: Đau ngực nổi bật và luôn có — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-140,noi,Viêm phổi cộng đồng,Hô hấp,"Triệu chứng của phế quản phế viêm: Khó thở nhiều, cánh mũi phập phồng, tím môi — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-141,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng của phế quản phế viêm: Khám phổi có hội chứng đông đặc — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-142,noi,Viêm phổi cộng đồng,Hô hấp,Phân biệt viêm phổi thùy và phế quản phế viêm dựa vào: Lứa tuổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-143,noi,Viêm phổi cộng đồng,Hô hấp,Phân biệt viêm phổi thùy và phế quản phế viêm dựa vào: Triệu chứng khởi phát — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-144,noi,Viêm phổi cộng đồng,Hô hấp,Phân biệt viêm phổi thùy và phế quản phế viêm dựa vào: Biểu hiện lâm sàng nội bật — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-145,noi,Viêm phổi cộng đồng,Hô hấp,Phân biệt viêm phổi thùy và phế quản phế viêm dựa vào: Xquang phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-146,noi,Viêm phổi cộng đồng,Hô hấp,Lâm sàng không thể phân biệt được viêm phổi với: Giãn phế quản bội nhiễm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-147,noi,Viêm phổi cộng đồng,Hô hấp,Lâm sàng không thể phân biệt được viêm phổi với: Giai đoạn với áp xe phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-148,noi,Viêm phổi cộng đồng,Hô hấp,Lâm sàng không thể phân biệt được viêm phổi với: Hội chứng nhiễm khuẩn cấp sau tắc phế quản do ung thư — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-149,noi,Viêm phổi cộng đồng,Hô hấp,Lâm sàng không thể phân biệt được viêm phổi với: Xẹp phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-150,noi,Viêm phổi cộng đồng,Hô hấp,"Tiêu chuẩn FINE I bao gồm (đánh giá mức độ nặng của viêm phổi): Tuổi ≤ 50, không có bệnh mạn tính kèm theo — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-151,noi,Viêm phổi cộng đồng,Hô hấp,"Tiêu chuẩn FINE I bao gồm (đánh giá mức độ nặng của viêm phổi): Mạch < 100 lần/phút, huyết áp tâm thu ≥ 90mmHg — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-vp-152,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn FINE I bao gồm (đánh giá mức độ nặng của viêm phổi): Tần số thở < 25 lần/ phút — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-153,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn FINE I bao gồm (đánh giá mức độ nặng của viêm phổi): Nhiệt độ ≥ 35⁰c — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-154,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn CURB 65 (đánh giá mức độ nặng của viêm phổi) bao gồm: Ure máu>7 mmol/l — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-155,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn CURB 65 (đánh giá mức độ nặng của viêm phổi) bao gồm: Nhịp thở ≥30 lần /phút — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-156,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn CURB 65 (đánh giá mức độ nặng của viêm phổi) bao gồm: Huyết áp tâm thu> 90mmHg hoặc huyết áp tâm trương >60mmHg — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-157,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn CURB 65 (đánh giá mức độ nặng của viêm phổi) bao gồm: Tuổi ≥65 — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-158,noi,Viêm phổi cộng đồng,Hô hấp,Liệu pháp kháng sinh ưu tiên cho điều trị viêm phổi nặng: Cephalosporin thế hệ 3 + macrolid — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-159,noi,Viêm phổi cộng đồng,Hô hấp,Liệu pháp kháng sinh ưu tiên cho điều trị viêm phổi nặng: Cephalosporin thế hệ 3 + aminoglycosid — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-160,noi,Viêm phổi cộng đồng,Hô hấp,Liệu pháp kháng sinh ưu tiên cho điều trị viêm phổi nặng: Augmentin + macrolid — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-161,noi,Viêm phổi cộng đồng,Hô hấp,Liệu pháp kháng sinh ưu tiên cho điều trị viêm phổi nặng: Cephalosporin thế hệ 3 + flouroquinolon — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-162,noi,Viêm phổi cộng đồng,Hô hấp,Thể viêm phổi có khả năng tự khỏi mà không cần điều trị: Viêm phổi do hít phải — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-163,noi,Viêm phổi cộng đồng,Hô hấp,Thể viêm phổi có khả năng tự khỏi mà không cần điều trị: Viêm phổi do xạ trị — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-164,noi,Viêm phổi cộng đồng,Hô hấp,Thể viêm phổi có khả năng tự khỏi mà không cần điều trị: Hội chứng loeffler — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-165,noi,Viêm phổi cộng đồng,Hô hấp,Thể viêm phổi có khả năng tự khỏi mà không cần điều trị: Viêm phổi do dịch hạch — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-166,noi,Viêm phổi cộng đồng,Hô hấp,Điều trị Acyclovir cho viêm phổi do căn nguyên virus: Herpes simplex — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-167,noi,Viêm phổi cộng đồng,Hô hấp,Điều trị Acyclovir cho viêm phổi do căn nguyên virus: Respiratory syncytial virus — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-168,noi,Viêm phổi cộng đồng,Hô hấp,Điều trị Acyclovir cho viêm phổi do căn nguyên virus: Varicella zoster virus — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-169,noi,Viêm phổi cộng đồng,Hô hấp,Điều trị Acyclovir cho viêm phổi do căn nguyên virus: Morbillivirus measles virus — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-vp-170,noi,Viêm phổi cộng đồng,Hô hấp,Bệnh phẩm nào dùng để xác định căn nguyên Viêm phổi: Đờm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-171,noi,Viêm phổi cộng đồng,Hô hấp,Bệnh phẩm nào dùng để xác định căn nguyên Viêm phổi: Máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-172,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh phẩm nào dùng để xác định căn nguyên Viêm phổi: Dịch màng phổi, dịch phế quản — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-173,noi,Viêm phổi cộng đồng,Hô hấp,Bệnh phẩm nào dùng để xác định căn nguyên Viêm phổi: Nước tiểu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-vp-174,noi,Viêm phổi cộng đồng,Hô hấp,"Viêm phổi do hít phải, chọn đáp án đúng:: Hay gặp ở người hôn mê mất tri giác — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-175,noi,Viêm phổi cộng đồng,Hô hấp,"X quang của viêm phổi thùy:: hình tam giác, hình ảnh phế quản hơi — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-vp-176,noi,Viêm phổi cộng đồng,Hô hấp,"Tiêu chuẩn Fine gồm các yếu tố nào sau đây:: tuổi, giới, bệnh kèm theo, LS và CLS — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
