id,subject,chapter,group,case_stem,image,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,explanation
sly-te-bao-028,sinh-ly,Vận chuyển tích cực & bơm ion,Tế bào,,,Quá trình vận chuyển glucose từ lòng ruột vào tế bào ruột non bị ức chế khi làm mất gradient Na+ giữa lòng ruột và ngoài tế bào ruột non. Đây là đặc điểm của quá trình vận chuyển nào?,Khuếch tán đơn thuần.,Khuếch tán được thuận hóa.,Vận chuyển tích cực nguyên phát.,Đồng vận chuyển cùng chiều.,Đồng vận chuyển ngược chiều.,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Đây là chất mang SGLT1, vận chuyển tích cực thứ phát dạng đồng vận chuyển cùng chiều (symport): Na+ và glucose cùng di chuyển vào trong tế bào, sử dụng năng lượng từ gradient điện hoá của Na+ (được tạo bởi bơm Na+/K+-ATPase) chứ không trực tiếp dùng ATP."
sly-te-bao-029,sinh-ly,Vận chuyển tích cực & bơm ion,Tế bào,,,Adenosin triphosphate (ATP) được sử dụng gián tiếp cho quá trình nào sau đây?,Sự tích lũy Ca2+ vào lưới nội bào tương.,Vận chuyển Na+ từ nội bào tới dịch ngoại bào.,Vận chuyển K+ từ ngoại bào vào dịch nội bào.,Vận chuyển H+ từ tế bào thành vào niêm mạc dạ dày.,Hấp thụ glucose của tế bào biểu mô ruột.,,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Hấp thụ glucose ở biểu mô ruột qua SGLT1 là vận chuyển tích cực thứ phát, dùng gián tiếp năng lượng ATP (thông qua gradient Na+ do bơm Na+/K+-ATPase tạo ra trước đó), không thuỷ phân ATP trực tiếp. Các lựa chọn còn lại (SERCA, bơm Na+/K+-ATPase, bơm H+/K+-ATPase) đều là vận chuyển tích cực nguyên phát, dùng ATP trực tiếp."
sly-te-bao-030,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,"Giả sử phân ly hoàn toàn tất cả các chất hòa tan, dung dịch nào sau đây sẽ có nồng độ thẩm thấu cao hơn dung dịch NaCl 1mM?",Glucose 1mM.,Glucose 1.5 mM.,CaCl2 1mM.,Sucrose 1mM.,KCl 1mM.,,c,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] NaCl 1mM phân ly hoàn toàn cho 2 mOsm (Na+ + Cl-). CaCl2 1mM phân ly hoàn toàn cho 3 mOsm (Ca2+ + 2Cl-), cao hơn NaCl. Glucose và Sucrose không phân ly (1 và 1.5 mOsm, thấp hơn); KCl 1mM cho 2 mOsm, bằng NaCl chứ không cao hơn."
sly-te-bao-031,sinh-ly,Vận chuyển tích cực & bơm ion,Tế bào,,,Một loại thuốc mới được tìm ra nhằm ngăn cản sự bài tiết H+ trong các tế bào thành dạ dày. Quá trình vận chuyển nào bị cản trở?,Khuếch tán đơn thuần.,Khuếch tán được thuận hóa.,Vận chuyển tích cực nguyên phát.,Đồng vận chuyển cùng chiều.,Đồng vận chuyển ngược chiều.,,c,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Bài tiết H+ ở tế bào thành dạ dày được thực hiện bởi bơm H+/K+-ATPase, một bơm vận chuyển tích cực nguyên phát sử dụng trực tiếp năng lượng từ thuỷ phân ATP (đây cũng chính là đích tác dụng của nhóm thuốc ức chế bơm proton - PPI)."
sly-te-bao-032,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Một bệnh nhân nữ 56 tuổi với tình trạng nhược cơ nặng phải nằm viện. Bất thường duy nhất trong các giá trị cận lâm sàng của cô là một nồng độ K+ huyết thanh cao. K+ huyết thanh cao gây yếu cơ do?,Điện thế nghỉ của màng được ưu phân cực.,Điện thế cân bằng K+ bị ưu phân cực.,Điện thế cân bằng Na+ bị ưu phân cực.,Kênh K+ được đóng bởi sự khử cực,Kênh K+ được mở bởi sự khử cực,Kênh Na+ được đóng bởi sự khử cực,f,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Tăng K+ ngoại bào làm giảm gradient nồng độ K+ xuyên màng, khiến điện thế cân bằng K+ trở nên ít âm hơn (khử cực, không phải ưu phân cực), kéo theo điện thế nghỉ của màng cũng bị khử cực. Khử cực kéo dài này làm các kênh Na+ điện thế bị bất hoạt (đóng lại), làm giảm khả năng phát sinh điện thế hoạt động mới, dẫn tới yếu cơ/liệt cơ."
sly-te-bao-033,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,Đặc điểm nào sau đây của màng sinh học bị ảnh hưởng nhiều nhất bởi thành phần cholesterol?,Độ dày,"Tính ""thấm"" ion",Tính linh động,Tính glycosyl hóa,Tính kỵ nước,,c,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Cholesterol nằm xen giữa các phospholipid, đóng vai trò như một ""chất đệm tính linh động"" (fluidity buffer) của màng: làm giảm tính linh động ở nhiệt độ cao (hạn chế chuyển động các đuôi acid béo) và làm tăng tính linh động ở nhiệt độ thấp (ngăn các phospholipid sắp xếp quá chặt), qua đó ảnh hưởng chủ yếu đến tính linh động của màng."
sly-te-bao-034,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,"Tính độ thẩm thấu của dịch chứa 12 mM NaCl, 4 mM KCl, và 2 mM CaCl2 theo mOsm/L",16,26,29,32,38,42,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Giả sử phân ly hoàn toàn: NaCl → 2×12=24 mOsm; KCl → 2×4=8 mOsm; CaCl2 → 3×2=6 mOsm. Tổng = 24+8+6 = 38 mOsm/L."
sly-te-bao-035,sinh-ly,"Bài tập tổng hợp: màng, thẩm thấu & điện thế",Tế bào,Bảng sau đây cho biết nồng độ 4 ion qua màng của tế bào mẫu (mM): K+ nội bào 140/ngoại bào 14; Na+ nội bào 10/ngoại bào 100; Cl- nội bào 11/ngoại bào 110; Ca2+ nội bào 10⁻⁴/ngoại bào 10⁻².,,Điện thế khuếch tán Cl- qua màng tế bào này?,0 mV,122 mV,−122 mV,61 mV,−61mV,,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Cl- có điện tích âm (z=-1). E_Cl = (61/z) × log10([Cl]ngoại/[Cl]nội) = (61/-1) × log10(110/11) = -61 × log10(10) = -61 × 1 = -61 mV."
sly-te-bao-036,sinh-ly,"Bài tập tổng hợp: màng, thẩm thấu & điện thế",Tế bào,Bảng sau đây cho biết nồng độ 4 ion qua màng của tế bào mẫu (mM): K+ nội bào 140/ngoại bào 14; Na+ nội bào 10/ngoại bào 100; Cl- nội bào 11/ngoại bào 110; Ca2+ nội bào 10⁻⁴/ngoại bào 10⁻².,,Điện thế khuếch tán K+ qua màng tế bào này?,0 mV,122 mV,−122 mV,61 mV,−61mV,,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] K+ có điện tích dương (z=+1). E_K = 61 × log10([K]ngoại/[K]nội) = 61 × log10(14/140) = 61 × log10(0.1) = 61 × (-1) = -61 mV."
sly-te-bao-037,sinh-ly,"Bài tập tổng hợp: màng, thẩm thấu & điện thế",Tế bào,Bảng sau đây cho biết nồng độ 4 ion qua màng của tế bào mẫu (mM): K+ nội bào 140/ngoại bào 14; Na+ nội bào 10/ngoại bào 100; Cl- nội bào 11/ngoại bào 110; Ca2+ nội bào 10⁻⁴/ngoại bào 10⁻².,,"Nếu điện thế màng của tế bào này bằng 80 mV, lực tác động mạnh nhất lên ion nào?",Ca++,Cl-,K+,Na+,,,a,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] E_Na = E_Ca = +61mV; E_K = E_Cl = -61mV (tính từ 3 câu trước và tương tự cho Na+, Ca2+). Với Vm=-80mV: chênh lệch (Vm-E) của Na+ và Ca2+ đều là -141mV, của K+ và Cl- đều là -19mV. Tuy nhiên lực điện hoá thực sự tác động lên ion tỉ lệ với hoá trị z: Ca2+ có z=2 nên chịu lực gấp đôi Na+ (z=1) dù chênh lệch điện thế bằng nhau, do đó Ca2+ chịu lực điện hoá mạnh nhất trong 4 ion."
sly-te-bao-038,sinh-ly,"Bài tập tổng hợp: màng, thẩm thấu & điện thế",Tế bào,Bảng sau đây cho biết nồng độ 4 ion qua màng của tế bào mẫu (mM): K+ nội bào 140/ngoại bào 14; Na+ nội bào 10/ngoại bào 100; Cl- nội bào 11/ngoại bào 110; Ca2+ nội bào 10⁻⁴/ngoại bào 10⁻².,,"Nếu tế bào chỉ cho K+ đi qua, việc giảm nồng độ K+ ngoài màng từ 14 xuống 1.4 mM sẽ có tác động như thế nào?",Khử cực 10 mV,Ưu phân cực 10 mV,Khử cực 122 mV,Ưu phân cực 122 mV,Khử cực 61 mV,Ưu phân cực 61 mV,f,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Nếu tế bào chỉ thấm K+ thì Vm = E_K. Ban đầu E_K = -61mV (câu 36). Khi [K+] ngoại bào giảm 10 lần (14→1.4), E_K mới = 61×log10(1.4/140) = 61×log10(0.01) = 61×(-2) = -122mV. Vm thay đổi từ -61mV xuống -122mV, tức là ưu phân cực thêm 61mV."
sly-te-bao-039,sinh-ly,"Bài tập tổng hợp: màng, thẩm thấu & điện thế",Tế bào,,,Khuếch tán đơn thuần và khuếch tán được thuận hóa có chung đặc trưng nào sau đây?,Bị chặn lại bởi các chất ức chế đặc hiệu,Không cần ATP,Cần protein mang,Là các quá trình động học bão hòa,Vận chuyển chất tan ngược chiều gradient nồng độ,,b,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Cả 2 đều là vận chuyển thụ động, không tiêu tốn ATP. Bị ức chế đặc hiệu, cần protein mang và có tính bão hoà chỉ là đặc điểm riêng của khuếch tán được thuận hoá; vận chuyển ngược chiều gradient là đặc điểm của vận chuyển tích cực."
sly-te-bao-040,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Điện thế nghỉ của sợi thần kinh bọc myelin chủ yếu phụ thuộc vào gradient nồng độ của ion nào sau đây?,Ca++,Cl−,HCO3−,K+,Na+,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Ở trạng thái nghỉ, màng tế bào thần kinh có tính thấm với K+ cao hơn hẳn các ion khác, nên điện thế nghỉ gần với điện thế cân bằng Nernst của K+ và phụ thuộc chủ yếu vào gradient nồng độ K+."
sly-te-bao-041,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Cơ chế vận chuyển nào sau đây không bị giới hạn tỷ lệ bởi Vmax nội màng?,Khuếch tán thuận hóa qua protein mang,Vận chuyển tích cực nguyên phát qua protein mang,Đồng vận chuyển cùng chiều thứ phát,Đồng vận chuyển ngược chiều thứ phát,Khuếch tán đơn giản qua kênh protein,,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Các cơ chế vận chuyển qua chất mang (khuếch tán thuận hoá, vận chuyển tích cực nguyên phát, đồng vận chuyển cùng/ngược chiều) đều bị giới hạn bởi số lượng chất mang hữu hạn nên có động học bão hoà (Vmax). Khuếch tán đơn giản qua kênh protein (lỗ mở) không bão hoà theo kiểu enzyme-cơ chất, không bị giới hạn bởi Vmax."
sly-te-bao-042,sinh-ly,"Bài tập tổng hợp: màng, thẩm thấu & điện thế",Tế bào,,,"Nếu nồng độ nội bào của một chất qua được màng tăng gấp đôi từ 10 lên 20 milimol và nồng độ ngoại bào chỉ còn 5 milimol, tốc độ khuếch tán của chất đó qua màng bào tương sẽ tăng bao nhiêu lần chỉ bởi một yếu tố này?",2,3,4,5,6,,,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Đề bài không nêu rõ nồng độ ngoại bào ban đầu (trước khi ""chỉ còn 5 milimol"") nên không đủ dữ kiện để xác định chắc chắn chênh lệch nồng độ ban đầu và tính chính xác bội số thay đổi tốc độ khuếch tán; cần rà soát lại đề gốc/hình ảnh trang trước đó để bổ sung dữ kiện còn thiếu."
